Dalata.3	Eguineensis.14001
Dalata.18455	Eguineensis.14407
Dalata.23380	Eguineensis.14410
Dalata.17266	Eguineensis.16610
Dalata.23387	Eguineensis.14414
Dalata.17268	Eguineensis.15675
Dalata.23388	Eguineensis.14415
Dalata.23390	Eguineensis.14417
Dalata.17276	Eguineensis.15667
Dalata.17279	Eguineensis.15663
Dalata.17282	Eguineensis.15659
Dalata.23397	Eguineensis.14426
Dalata.17284	Eguineensis.15661
Dalata.23401	Eguineensis.14430
Dalata.17286	Eguineensis.15652
Dalata.23403	Eguineensis.14431
Dalata.23406	Eguineensis.14433
Dalata.17288	Eguineensis.15650
Dalata.23415	Eguineensis.14438
Dalata.17301	Eguineensis.25420
Dalata.17304	Eguineensis.22191
Dalata.17305	Eguineensis.25091
Dalata.17315	Eguineensis.16913
Dalata.23455	Eguineensis.14469
Dalata.23460	Eguineensis.14471
Dalata.17321	Eguineensis.23556
Dalata.17323	Eguineensis.23558
Dalata.17325	Eguineensis.23873
Dalata.17327	Eguineensis.24605
Dalata.17329	Eguineensis.24609
Dalata.17331	Eguineensis.24501
Dalata.23320	Eguineensis.14483
Dalata.17332	Eguineensis.24689
Dalata.17333	Eguineensis.24896
Dalata.17334	Eguineensis.16891
Dalata.23318	Eguineensis.14486
Dalata.23316	Eguineensis.14488
Dalata.17337	Eguineensis.15846
Dalata.17339	Eguineensis.15826
Dalata.23311	Eguineensis.14493
Dalata.17342	Eguineensis.26642
Dalata.17344	Eguineensis.15762
Dalata.17345	Eguineensis.16305
Dalata.17346	Eguineensis.15756
Dalata.17347	Eguineensis.15755
Dalata.17352	Eguineensis.16294
Dalata.22183	Eguineensis.14498
Dalata.21391	Eguineensis.14503
Dalata.17357	Eguineensis.23904
Dalata.17358	Eguineensis.15744
Dalata.17359	Eguineensis.15743
Dalata.17361	Eguineensis.15740
Dalata.23181	Eguineensis.14509
Dalata.17364	Eguineensis.15739
Dalata.23859	Eguineensis.14514
Dalata.17372	Eguineensis.24475
Dalata.23860	Eguineensis.14515
Dalata.23864	Eguineensis.14518
Dalata.17387	Eguineensis.20261
Dalata.17389	Eguineensis.20193
Dalata.23877	Eguineensis.14531
Dalata.17395	Eguineensis.20188
Dalata.17396	Eguineensis.24324
Dalata.17412	Eguineensis.16153
Dalata.17413	Eguineensis.25114
Dalata.17414	Eguineensis.24822
Dalata.23897	Eguineensis.14547
Dalata.17418	Eguineensis.20631
Dalata.17419	Eguineensis.20265
Dalata.17420	Eguineensis.21291
Dalata.17422	Eguineensis.23336
Dalata.17425	Eguineensis.16473
Dalata.23466	Eguineensis.14556
Dalata.17429	Eguineensis.16479
Dalata.17430	Eguineensis.24924
Dalata.23843	Eguineensis.14561
Dalata.17435	Eguineensis.20272
Dalata.17437	Eguineensis.15451
Dalata.23842	Eguineensis.14562
Dalata.23841	Eguineensis.14563
Dalata.23830	Eguineensis.14573
Dalata.23817	Eguineensis.14576
Dalata.23814	Eguineensis.14578
Dalata.23812	Eguineensis.14579
Dalata.23523	Eguineensis.14585
Dalata.23520	Eguineensis.14589
Dalata.23811	Eguineensis.14590
Dalata.17470	Eguineensis.15636
Dalata.22663	Eguineensis.14596
Dalata.17472	Eguineensis.16287
Dalata.17473	Eguineensis.15642
Dalata.22669	Eguineensis.14600
Dalata.22670	Eguineensis.14602
Dalata.17479	Eguineensis.16686
Dalata.17480	Eguineensis.16685
Dalata.17484	Eguineensis.16680
Dalata.17487	Eguineensis.20463
Dalata.17488	Eguineensis.20462
Dalata.17492	Eguineensis.16356
Dalata.17496	Eguineensis.16163
Dalata.22693	Eguineensis.14616
Dalata.18717	Eguineensis.14619
Dalata.17503	Eguineensis.25135
Dalata.17504	Eguineensis.17634
Dalata.22700	Eguineensis.14624
Dalata.17505	Eguineensis.25401
Dalata.17507	Eguineensis.17636
Dalata.22706	Eguineensis.14629
Dalata.17512	Eguineensis.24586
Dalata.17513	Eguineensis.24799
Dalata.17514	Eguineensis.24690
Dalata.17515	Eguineensis.22088
Dalata.17516	Eguineensis.22608
Dalata.18699	Eguineensis.14635
Dalata.17517	Eguineensis.23682
Dalata.22711	Eguineensis.14636
Dalata.17518	Eguineensis.23979
Dalata.17519	Eguineensis.25048
Dalata.22713	Eguineensis.14638
Dalata.17524	Eguineensis.15367
Dalata.17526	Eguineensis.23828
Dalata.17527	Eguineensis.17504
Dalata.17529	Eguineensis.19243
Dalata.17530	Eguineensis.23827
Dalata.22719	Eguineensis.14642
Dalata.17542	Eguineensis.25687
Dalata.17543	Eguineensis.25664
Dalata.17545	Eguineensis.25382
Dalata.17546	Eguineensis.23204
Dalata.18642	Eguineensis.14649
Dalata.17549	Eguineensis.17520
Dalata.22738	Eguineensis.14651
Dalata.17550	Eguineensis.23199
Dalata.18630	Eguineensis.14653
Dalata.17554	Eguineensis.23196
Dalata.24863	Eguineensis.14655
Dalata.17555	Eguineensis.15366
Dalata.17556	Eguineensis.19226
Dalata.22740	Eguineensis.14656
Dalata.22742	Eguineensis.14657
Dalata.22747	Eguineensis.14658
Dalata.18594	Eguineensis.14662
Dalata.24343	Eguineensis.14665
Dalata.17571	Eguineensis.19215
Dalata.22212	Eguineensis.14667
Dalata.17575	Eguineensis.17548
Dalata.17579	Eguineensis.15045
Dalata.17582	Eguineensis.23171
Dalata.17584	Eguineensis.23169
Dalata.24029	Eguineensis.14680
Dalata.24026	Eguineensis.14683
Dalata.24025	Eguineensis.14684
Dalata.17590	Eguineensis.19195
Dalata.17592	Eguineensis.23154
Dalata.18596	Eguineensis.14686
Dalata.24015	Eguineensis.14688
Dalata.17598	Eguineensis.17453
Dalata.17600	Eguineensis.19181
Dalata.17612	Eguineensis.17478
Dalata.17620	Eguineensis.17483
Dalata.24004	Eguineensis.14713
Dalata.17629	Eguineensis.19129
Dalata.23999	Eguineensis.14725
Dalata.23997	Eguineensis.14726
Dalata.17634	Eguineensis.24183
Dalata.17645	Eguineensis.23221
Dalata.17647	Eguineensis.23222
Dalata.17648	Eguineensis.23441
Dalata.17650	Eguineensis.17601
Dalata.17651	Eguineensis.23227
Dalata.17653	Eguineensis.23437
Dalata.23966	Eguineensis.14748
Dalata.23965	Eguineensis.14750
Dalata.17654	Eguineensis.23436
Dalata.17660	Eguineensis.24849
Dalata.17661	Eguineensis.24848
Dalata.17668	Eguineensis.23240
Dalata.17672	Eguineensis.23243
Dalata.17673	Eguineensis.23244
Dalata.23961	Eguineensis.14763
Dalata.17678	Eguineensis.23885
Dalata.17679	Eguineensis.23247
Dalata.23958	Eguineensis.14766
Dalata.23957	Eguineensis.14767
Dalata.17689	Eguineensis.22863
Dalata.23959	Eguineensis.14770
Dalata.23953	Eguineensis.14776
Dalata.23951	Eguineensis.14779
Dalata.23949	Eguineensis.14787
Dalata.19873	Eguineensis.14790
Dalata.23947	Eguineensis.14792
Dalata.17729	Eguineensis.21501
Dalata.23940	Eguineensis.14796
Dalata.17730	Eguineensis.20929
Dalata.17732	Eguineensis.20926
Dalata.17733	Eguineensis.20925
Dalata.17734	Eguineensis.23256
Dalata.23932	Eguineensis.14801
Dalata.17735	Eguineensis.22857
Dalata.17736	Eguineensis.23253
Dalata.17738	Eguineensis.22859
Dalata.23929	Eguineensis.14803
Dalata.17739	Eguineensis.24478
Dalata.23927	Eguineensis.14805
Dalata.17743	Eguineensis.24474
Dalata.23925	Eguineensis.14808
Dalata.17748	Eguineensis.20935
Dalata.17753	Eguineensis.24523
Dalata.24119	Eguineensis.14814
Dalata.17754	Eguineensis.20940
Dalata.22164	Eguineensis.14816
Dalata.17756	Eguineensis.20942
Dalata.17759	Eguineensis.24254
Dalata.17760	Eguineensis.24255
Dalata.17761	Eguineensis.20948
Dalata.17767	Eguineensis.20949
Dalata.17768	Eguineensis.20950
Dalata.17770	Eguineensis.24298
Dalata.17771	Eguineensis.20955
Dalata.17772	Eguineensis.25020
Dalata.17773	Eguineensis.25019
Dalata.17774	Eguineensis.25139
Dalata.17775	Eguineensis.20957
Dalata.17776	Eguineensis.20958
Dalata.17778	Eguineensis.20961
Dalata.17779	Eguineensis.22255
Dalata.17780	Eguineensis.24081
Dalata.17781	Eguineensis.24347
Dalata.17783	Eguineensis.23587
Dalata.17787	Eguineensis.20967
Dalata.19448	Eguineensis.14838
Dalata.18233	Eguineensis.14839
Dalata.17805	Eguineensis.19109
Dalata.19542	Eguineensis.14842
Dalata.17807	Eguineensis.25238
Dalata.17809	Eguineensis.17360
Dalata.17811	Eguineensis.20994
Dalata.19878	Eguineensis.14844
Dalata.19585	Eguineensis.14845
Dalata.17813	Eguineensis.19313
Dalata.19583	Eguineensis.14847
Dalata.17815	Eguineensis.17370
Dalata.17819	Eguineensis.21000
Dalata.17827	Eguineensis.21673
Dalata.19470	Eguineensis.14862
Dalata.17833	Eguineensis.21015
Dalata.23963	Eguineensis.14865
Dalata.17834	Eguineensis.21016
Dalata.17835	Eguineensis.21019
Dalata.23884	Eguineensis.14867
Dalata.17836	Eguineensis.17404
Dalata.17838	Eguineensis.19283
Dalata.17841	Eguineensis.21023
Dalata.17842	Eguineensis.21025
Dalata.17843	Eguineensis.17411
Dalata.17846	Eguineensis.17418
Dalata.17849	Eguineensis.19273
Dalata.17850	Eguineensis.21035
Dalata.17851	Eguineensis.21038
Dalata.19749	Eguineensis.14879
Dalata.17854	Eguineensis.21039
Dalata.17858	Eguineensis.21047
Dalata.17861	Eguineensis.21050
Dalata.17862	Eguineensis.17330
Dalata.17866	Eguineensis.24597
Dalata.17867	Eguineensis.24594
Dalata.17868	Eguineensis.24593
Dalata.19370	Eguineensis.14904
Dalata.17890	Eguineensis.25196
Dalata.17892	Eguineensis.20798
Dalata.19436	Eguineensis.14926
Dalata.17917	Eguineensis.22242
Dalata.19481	Eguineensis.14948
Dalata.19482	Eguineensis.14951
Dalata.17928	Eguineensis.22257
Dalata.19484	Eguineensis.14954
Dalata.17929	Eguineensis.15118
Dalata.17930	Eguineensis.22259
Dalata.17934	Eguineensis.20251
Dalata.17938	Eguineensis.25093
Dalata.17939	Eguineensis.25094
Dalata.17944	Eguineensis.24228
Dalata.17959	Eguineensis.23840
Dalata.17961	Eguineensis.23836
Dalata.22960	Eguineensis.14990
Dalata.17977	Eguineensis.24415
Dalata.17981	Eguineensis.16359
Dalata.17987	Eguineensis.24414
Dalata.18010	Eguineensis.16888
Dalata.20974	Eguineensis.15027
Dalata.20979	Eguineensis.15029
Dalata.20977	Eguineensis.15031
Dalata.18018	Eguineensis.24089
Dalata.21697	Eguineensis.15032
Dalata.20995	Eguineensis.15041
Dalata.18030	Eguineensis.15354
Dalata.21001	Eguineensis.15049
Dalata.18035	Eguineensis.25356
Dalata.21010	Eguineensis.15056
Dalata.21012	Eguineensis.15058
Dalata.21014	Eguineensis.15060
Dalata.21015	Eguineensis.15061
Dalata.18038	Eguineensis.19798
Dalata.18040	Eguineensis.22749
Dalata.18043	Eguineensis.22752
Dalata.21020	Eguineensis.15063
Dalata.21021	Eguineensis.15064
Dalata.21027	Eguineensis.15070
Dalata.21730	Eguineensis.15072
Dalata.18048	Eguineensis.23092
Dalata.21037	Eguineensis.15080
Dalata.18052	Eguineensis.23094
Dalata.21861	Eguineensis.15103
Dalata.21767	Eguineensis.15105
Dalata.21868	Eguineensis.15106
Dalata.18083	Eguineensis.16045
Dalata.21871	Eguineensis.15111
Dalata.21582	Eguineensis.15113
Dalata.21578	Eguineensis.15116
Dalata.18109	Eguineensis.15390
Dalata.18118	Eguineensis.15396
Dalata.21564	Eguineensis.15137
Dalata.21563	Eguineensis.15138
Dalata.21562	Eguineensis.15140
Dalata.21558	Eguineensis.15142
Dalata.21553	Eguineensis.15144
Dalata.21546	Eguineensis.15149
Dalata.18153	Eguineensis.17610
Dalata.21541	Eguineensis.15154
Dalata.21538	Eguineensis.15155
Dalata.18158	Eguineensis.15318
Dalata.21802	Eguineensis.15157
Dalata.21533	Eguineensis.15158
Dalata.18161	Eguineensis.24882
Dalata.21531	Eguineensis.15163
Dalata.21523	Eguineensis.15165
Dalata.21812	Eguineensis.15166
Dalata.21840	Eguineensis.15172
Dalata.18182	Eguineensis.15305
Dalata.21501	Eguineensis.15179
Dalata.18186	Eguineensis.23193
Dalata.21493	Eguineensis.15183
Dalata.18196	Eguineensis.23352
Dalata.18200	Eguineensis.23348
Dalata.18203	Eguineensis.15287
Dalata.18204	Eguineensis.24627
Dalata.18205	Eguineensis.24802
Dalata.21455	Eguineensis.15195
Dalata.21469	Eguineensis.15196
Dalata.21470	Eguineensis.15197
Dalata.18209	Eguineensis.15283
Dalata.21474	Eguineensis.15199
Dalata.21476	Eguineensis.15201
Dalata.18212	Eguineensis.24832
Dalata.21446	Eguineensis.15202
Dalata.18213	Eguineensis.25421
Dalata.18214	Eguineensis.25052
Dalata.18217	Eguineensis.19061
Dalata.18219	Eguineensis.24845
Dalata.21428	Eguineensis.15208
Dalata.18221	Eguineensis.25513
Dalata.21418	Eguineensis.15211
Dalata.18222	Eguineensis.24812
Dalata.18223	Eguineensis.21971
Dalata.18224	Eguineensis.25335
Dalata.18225	Eguineensis.15266
Dalata.21415	Eguineensis.15214
Dalata.21413	Eguineensis.15216
Dalata.18229	Eguineensis.24442
Dalata.22640	Eguineensis.15218
Dalata.18231	Eguineensis.25765
Dalata.18235	Eguineensis.25600
Dalata.18237	Eguineensis.24651
Dalata.21395	Eguineensis.15223
Dalata.21390	Eguineensis.15225
Dalata.18241	Eguineensis.25879
Dalata.18248	Eguineensis.21944
Dalata.18755	Eguineensis.15235
Dalata.18251	Eguineensis.25358
Dalata.18256	Eguineensis.25023
Dalata.18260	Eguineensis.25064
Dalata.22652	Eguineensis.15240
Dalata.18264	Eguineensis.24638
Dalata.18265	Eguineensis.24273
Dalata.21358	Eguineensis.15242
Dalata.21353	Eguineensis.15243
Dalata.18267	Eguineensis.24567
Dalata.21367	Eguineensis.15249
Dalata.18268	Eguineensis.23457
Dalata.18270	Eguineensis.25478
Dalata.21369	Eguineensis.15252
Dalata.18273	Eguineensis.20865
Dalata.18277	Eguineensis.19042
Dalata.18278	Eguineensis.19043
Dalata.18279	Eguineensis.19044
Dalata.21240	Eguineensis.15255
Dalata.18281	Eguineensis.25604
Dalata.18282	Eguineensis.25612
Dalata.18288	Eguineensis.24218
Dalata.18290	Eguineensis.24234
Dalata.18292	Eguineensis.24223
Dalata.22813	Eguineensis.15263
Dalata.18294	Eguineensis.23922
Dalata.22811	Eguineensis.15267
Dalata.22810	Eguineensis.15268
Dalata.22809	Eguineensis.15269
Dalata.18300	Eguineensis.23088
Dalata.22805	Eguineensis.15272
Dalata.22802	Eguineensis.15273
Dalata.22799	Eguineensis.15278
Dalata.21043	Eguineensis.15279
Dalata.18311	Eguineensis.23851
Dalata.18312	Eguineensis.23850
Dalata.18313	Eguineensis.23849
Dalata.22786	Eguineensis.15290
Dalata.19822	Eguineensis.15293
Dalata.18327	Eguineensis.21289
Dalata.18334	Eguineensis.22504
Dalata.22868	Eguineensis.15307
Dalata.18337	Eguineensis.22511
Dalata.18351	Eguineensis.23148
Dalata.18367	Eguineensis.17693
Dalata.23218	Eguineensis.15327
Dalata.18370	Eguineensis.19492
Dalata.18374	Eguineensis.22601
Dalata.22769	Eguineensis.15333
Dalata.24167	Eguineensis.15334
Dalata.18407	Eguineensis.15335
Dalata.18434	Eguineensis.15347
Dalata.22186	Eguineensis.15355
Dalata.22269	Eguineensis.15356
Dalata.21445	Eguineensis.15358
Dalata.22262	Eguineensis.15365
Dalata.18438	Eguineensis.20574
Dalata.22251	Eguineensis.15376
Dalata.24145	Eguineensis.15380
Dalata.18453	Eguineensis.23845
Dalata.18470	Eguineensis.25891
Dalata.18473	Eguineensis.16058
Dalata.18474	Eguineensis.19645
Dalata.22221	Eguineensis.15403
Dalata.18485	Eguineensis.24867
Dalata.22219	Eguineensis.15407
Dalata.22754	Eguineensis.15408
Dalata.22756	Eguineensis.15409
Dalata.22757	Eguineensis.15410
Dalata.18491	Eguineensis.25601
Dalata.23069	Eguineensis.15413
Dalata.22959	Eguineensis.15414
Dalata.18814	Eguineensis.15419
Dalata.18501	Eguineensis.25022
Dalata.18816	Eguineensis.15421
Dalata.18502	Eguineensis.24569
Dalata.18504	Eguineensis.25218
Dalata.18823	Eguineensis.15429
Dalata.18517	Eguineensis.22151
Dalata.18518	Eguineensis.22152
Dalata.18828	Eguineensis.15440
Dalata.18525	Eguineensis.22158
Dalata.18526	Eguineensis.26112
Dalata.18834	Eguineensis.15445
Dalata.18533	Eguineensis.22156
Dalata.18540	Eguineensis.24217
Dalata.18541	Eguineensis.18036
Dalata.18838	Eguineensis.15449
Dalata.18565	Eguineensis.26160
Dalata.18602	Eguineensis.24420
Dalata.18604	Eguineensis.23492
Dalata.18626	Eguineensis.18828
Dalata.18627	Eguineensis.24733
Dalata.18635	Eguineensis.24521
Dalata.18654	Eguineensis.24401
Dalata.18667	Eguineensis.24655
Dalata.18672	Eguineensis.23450
Dalata.18676	Eguineensis.25552
Dalata.18693	Eguineensis.25305
Dalata.18713	Eguineensis.23470
Dalata.18715	Eguineensis.22932
Dalata.22933	Eguineensis.15595
Dalata.18746	Eguineensis.15598
Dalata.22912	Eguineensis.15599
Dalata.18738	Eguineensis.25440
Dalata.18811	Eguineensis.15609
Dalata.19248	Eguineensis.15616
Dalata.19252	Eguineensis.15618
Dalata.19262	Eguineensis.15620
Dalata.19259	Eguineensis.15622
Dalata.19255	Eguineensis.15623
Dalata.18773	Eguineensis.22809
Dalata.19265	Eguineensis.15629
Dalata.19269	Eguineensis.15630
Dalata.19270	Eguineensis.15631
Dalata.19278	Eguineensis.15633
Dalata.18790	Eguineensis.22825
Dalata.18798	Eguineensis.22834
Dalata.18800	Eguineensis.22838
Dalata.23026	Eguineensis.15658
Dalata.23024	Eguineensis.15660
Dalata.23012	Eguineensis.15668
Dalata.23011	Eguineensis.15669
Dalata.18812	Eguineensis.23706
Dalata.23006	Eguineensis.15674
Dalata.23001	Eguineensis.15678
Dalata.18817	Eguineensis.21598
Dalata.18820	Eguineensis.21595
Dalata.22998	Eguineensis.15681
Dalata.22997	Eguineensis.15685
Dalata.22991	Eguineensis.15688
Dalata.18824	Eguineensis.21591
Dalata.18826	Eguineensis.21587
Dalata.18827	Eguineensis.21582
Dalata.22972	Eguineensis.15697
Dalata.18837	Eguineensis.20178
Dalata.22971	Eguineensis.15702
Dalata.18840	Eguineensis.25316
Dalata.18843	Eguineensis.23214
Dalata.18844	Eguineensis.21963
Dalata.18846	Eguineensis.23216
Dalata.18847	Eguineensis.23217
Dalata.18851	Eguineensis.20161
Dalata.18859	Eguineensis.21868
Dalata.18861	Eguineensis.16103
Dalata.18867	Eguineensis.16098
Dalata.18868	Eguineensis.16097
Dalata.18869	Eguineensis.16096
Dalata.18870	Eguineensis.16092
Dalata.18871	Eguineensis.16091
Dalata.18875	Eguineensis.21446
Dalata.23092	Eguineensis.15731
Dalata.18877	Eguineensis.16085
Dalata.23093	Eguineensis.15732
Dalata.18878	Eguineensis.21449
Dalata.23098	Eguineensis.15735
Dalata.18882	Eguineensis.16081
Dalata.18883	Eguineensis.16080
Dalata.23104	Eguineensis.15741
Dalata.18884	Eguineensis.21858
Dalata.18885	Eguineensis.21857
Dalata.18886	Eguineensis.16078
Dalata.23110	Eguineensis.15748
Dalata.18887	Eguineensis.20149
Dalata.23112	Eguineensis.15749
Dalata.23113	Eguineensis.15750
Dalata.18889	Eguineensis.16076
Dalata.18891	Eguineensis.21847
Dalata.23115	Eguineensis.15753
Dalata.18892	Eguineensis.16073
Dalata.23119	Eguineensis.15757
Dalata.23117	Eguineensis.15760
Dalata.18897	Eguineensis.16069
Dalata.23120	Eguineensis.15761
Dalata.18899	Eguineensis.16067
Dalata.18901	Eguineensis.16065
Dalata.18902	Eguineensis.16062
Dalata.18903	Eguineensis.16061
Dalata.18906	Eguineensis.24541
Dalata.19167	Eguineensis.15768
Dalata.18907	Eguineensis.24540
Dalata.18908	Eguineensis.16059
Dalata.18909	Eguineensis.24535
Dalata.18912	Eguineensis.24532
Dalata.18913	Eguineensis.16054
Dalata.18914	Eguineensis.16053
Dalata.18916	Eguineensis.16670
Dalata.19173	Eguineensis.15779
Dalata.19175	Eguineensis.15782
Dalata.19178	Eguineensis.15783
Dalata.19184	Eguineensis.15785
Dalata.18933	Eguineensis.20441
Dalata.18934	Eguineensis.16018
Dalata.19186	Eguineensis.15787
Dalata.18942	Eguineensis.16010
Dalata.18943	Eguineensis.16009
Dalata.18944	Eguineensis.20433
Dalata.19192	Eguineensis.15797
Dalata.20615	Eguineensis.15802
Dalata.18958	Eguineensis.16006
Dalata.18959	Eguineensis.20425
Dalata.18962	Eguineensis.16625
Dalata.19201	Eguineensis.15806
Dalata.18971	Eguineensis.15990
Dalata.19207	Eguineensis.15819
Dalata.18981	Eguineensis.20289
Dalata.23131	Eguineensis.15827
Dalata.19229	Eguineensis.15834
Dalata.18997	Eguineensis.15977
Dalata.19009	Eguineensis.15964
Dalata.19012	Eguineensis.15963
Dalata.23125	Eguineensis.15848
Dalata.19016	Eguineensis.15960
Dalata.19017	Eguineensis.15959
Dalata.19018	Eguineensis.15956
Dalata.19162	Eguineensis.15857
Dalata.19157	Eguineensis.15865
Dalata.19155	Eguineensis.15866
Dalata.19154	Eguineensis.15869
Dalata.19136	Eguineensis.15879
Dalata.19049	Eguineensis.21207
Dalata.19130	Eguineensis.15889
Dalata.19129	Eguineensis.15890
Dalata.19051	Eguineensis.22118
Dalata.19055	Eguineensis.18261
Dalata.22995	Eguineensis.15891
Dalata.19126	Eguineensis.15892
Dalata.19123	Eguineensis.15895
Dalata.19113	Eguineensis.15900
Dalata.19112	Eguineensis.15901
Dalata.19071	Eguineensis.20329
Dalata.19103	Eguineensis.15908
Dalata.19073	Eguineensis.16450
Dalata.19074	Eguineensis.15931
Dalata.19100	Eguineensis.15910
Dalata.19077	Eguineensis.15928
Dalata.19086	Eguineensis.15925
Dalata.19090	Eguineensis.18791
Dalata.19097	Eguineensis.20315
Dalata.19145	Eguineensis.20372
Dalata.19148	Eguineensis.20424
Dalata.19156	Eguineensis.21869
Dalata.22385	Eguineensis.16002
Dalata.23306	Eguineensis.16003
Dalata.22881	Eguineensis.16005
Dalata.19166	Eguineensis.20284
Dalata.24151	Eguineensis.16017
Dalata.19189	Eguineensis.20197
Dalata.19190	Eguineensis.16331
Dalata.19244	Eguineensis.22144
Dalata.19282	Eguineensis.16290
Dalata.22861	Eguineensis.16111
Dalata.24513	Eguineensis.16119
Dalata.23299	Eguineensis.16121
Dalata.22877	Eguineensis.16126
Dalata.22882	Eguineensis.16128
Dalata.23225	Eguineensis.16135
Dalata.23178	Eguineensis.16145
Dalata.19364	Eguineensis.19808
Dalata.19367	Eguineensis.22214
Dalata.19369	Eguineensis.25265
Dalata.19399	Eguineensis.22229
Dalata.19408	Eguineensis.21276
Dalata.19412	Eguineensis.25520
Dalata.19417	Eguineensis.21744
Dalata.19418	Eguineensis.21743
Dalata.19419	Eguineensis.21741
Dalata.19421	Eguineensis.21739
Dalata.19424	Eguineensis.21728
Dalata.19425	Eguineensis.21726
Dalata.19428	Eguineensis.21725
Dalata.19430	Eguineensis.21721
Dalata.19432	Eguineensis.21077
Dalata.19435	Eguineensis.21711
Dalata.19437	Eguineensis.23381
Dalata.23471	Eguineensis.16217
Dalata.19444	Eguineensis.23394
Dalata.22268	Eguineensis.16227
Dalata.19449	Eguineensis.20763
Dalata.19472	Eguineensis.23954
Dalata.19474	Eguineensis.24468
Dalata.19480	Eguineensis.21136
Dalata.19487	Eguineensis.21117
Dalata.22774	Eguineensis.16267
Dalata.25161	Eguineensis.16277
Dalata.19511	Eguineensis.23567
Dalata.19512	Eguineensis.21081
Dalata.19514	Eguineensis.24387
Dalata.19515	Eguineensis.24386
Dalata.19517	Eguineensis.21089
Dalata.24811	Eguineensis.16306
Dalata.19551	Eguineensis.21763
Dalata.19553	Eguineensis.21761
Dalata.19554	Eguineensis.21756
Dalata.23450	Eguineensis.16318
Dalata.19586	Eguineensis.25271
Dalata.20628	Eguineensis.16339
Dalata.19597	Eguineensis.21151
Dalata.19602	Eguineensis.21153
Dalata.19603	Eguineensis.21155
Dalata.19605	Eguineensis.16997
Dalata.19608	Eguineensis.21157
Dalata.19617	Eguineensis.21158
Dalata.19618	Eguineensis.21160
Dalata.19628	Eguineensis.21168
Dalata.19629	Eguineensis.22940
Dalata.19631	Eguineensis.21171
Dalata.19634	Eguineensis.21174
Dalata.19635	Eguineensis.21176
Dalata.19636	Eguineensis.21177
Dalata.19638	Eguineensis.21181
Dalata.19639	Eguineensis.21790
Dalata.19642	Eguineensis.21187
Dalata.19643	Eguineensis.21184
Dalata.19645	Eguineensis.21186
Dalata.19646	Eguineensis.21770
Dalata.19648	Eguineensis.21771
Dalata.19651	Eguineensis.21372
Dalata.19652	Eguineensis.21371
Dalata.19653	Eguineensis.21370
Dalata.19656	Eguineensis.21359
Dalata.23128	Eguineensis.16411
Dalata.19659	Eguineensis.21356
Dalata.19665	Eguineensis.21353
Dalata.19676	Eguineensis.21348
Dalata.19677	Eguineensis.21345
Dalata.19679	Eguineensis.21549
Dalata.19680	Eguineensis.21342
Dalata.19686	Eguineensis.21328
Dalata.19703	Eguineensis.25455
Dalata.19705	Eguineensis.21326
Dalata.19714	Eguineensis.16998
Dalata.24409	Eguineensis.16475
Dalata.19730	Eguineensis.21913
Dalata.19731	Eguineensis.21909
Dalata.19738	Eguineensis.21896
Dalata.23220	Eguineensis.16503
Dalata.19754	Eguineensis.23815
Dalata.19755	Eguineensis.22086
Dalata.19758	Eguineensis.23806
Dalata.19761	Eguineensis.23803
Dalata.19762	Eguineensis.23802
Dalata.19771	Eguineensis.23606
Dalata.19775	Eguineensis.16635
Dalata.19795	Eguineensis.25082
Dalata.22382	Eguineensis.16638
Dalata.19913	Eguineensis.26913
Dalata.19930	Eguineensis.26372
Dalata.19963	Eguineensis.19799
Dalata.19993	Eguineensis.25887
Dalata.24174	Eguineensis.16758
Dalata.21378	Eguineensis.16843
Dalata.20125	Eguineensis.22040
Dalata.20179	Eguineensis.26574
Dalata.23075	Eguineensis.16902
Dalata.20188	Eguineensis.25831
Dalata.20190	Eguineensis.24837
Dalata.23042	Eguineensis.16928
Dalata.20213	Eguineensis.18853
Dalata.22895	Eguineensis.16943
Dalata.22901	Eguineensis.16951
Dalata.22902	Eguineensis.16953
Dalata.20277	Eguineensis.20738
Dalata.20281	Eguineensis.22396
Dalata.20299	Eguineensis.25841
Dalata.20300	Eguineensis.23784
Dalata.20301	Eguineensis.23783
Dalata.22310	Eguineensis.17024
Dalata.24653	Eguineensis.17051
Dalata.20351	Eguineensis.20597
Dalata.20364	Eguineensis.24424
Dalata.22964	Eguineensis.17064
Dalata.22952	Eguineensis.17066
Dalata.22954	Eguineensis.17068
Dalata.22951	Eguineensis.17073
Dalata.20384	Eguineensis.21735
Dalata.20527	Eguineensis.26440
Dalata.20564	Eguineensis.23901
Dalata.20565	Eguineensis.23645
Dalata.20567	Eguineensis.26022
Dalata.20581	Eguineensis.22375
Dalata.20586	Eguineensis.22381
Dalata.20595	Eguineensis.22384
Dalata.22227	Eguineensis.17230
Dalata.20616	Eguineensis.23641
Dalata.22195	Eguineensis.17252
Dalata.20674	Eguineensis.21585
Dalata.21096	Eguineensis.17305
Dalata.20716	Eguineensis.25463
Dalata.20738	Eguineensis.25742
Dalata.20767	Eguineensis.22991
Dalata.20773	Eguineensis.22999
Dalata.20774	Eguineensis.23002
Dalata.20775	Eguineensis.19715
Dalata.20776	Eguineensis.17750
Dalata.20779	Eguineensis.17752
Dalata.20780	Eguineensis.17753
Dalata.20781	Eguineensis.17754
Dalata.20782	Eguineensis.17755
Dalata.20783	Eguineensis.19719
