Dalata.4	Dzingiberensis.15593
Dalata.20950	Dzingiberensis.14451
Dalata.20951	Dzingiberensis.14450
Dalata.20952	Dzingiberensis.14449
Dalata.20953	Dzingiberensis.14448
Dalata.20955	Dzingiberensis.14447
Dalata.20956	Dzingiberensis.14446
Dalata.20957	Dzingiberensis.14445
Dalata.20958	Dzingiberensis.14444
Dalata.20959	Dzingiberensis.14443
Dalata.20960	Dzingiberensis.14442
Dalata.20961	Dzingiberensis.14441
Dalata.20965	Dzingiberensis.14440
Dalata.20966	Dzingiberensis.14439
Dalata.19752	Dzingiberensis.21780
Dalata.19754	Dzingiberensis.21779
Dalata.19755	Dzingiberensis.21781
Dalata.19756	Dzingiberensis.21782
Dalata.19757	Dzingiberensis.21783
Dalata.19758	Dzingiberensis.21784
Dalata.19759	Dzingiberensis.21785
Dalata.19760	Dzingiberensis.21786
Dalata.19761	Dzingiberensis.21788
Dalata.19762	Dzingiberensis.21789
Dalata.19763	Dzingiberensis.21790
Dalata.19764	Dzingiberensis.21791
Dalata.19767	Dzingiberensis.21793
Dalata.19768	Dzingiberensis.21795
Dalata.19769	Dzingiberensis.21796
Dalata.19772	Dzingiberensis.21798
Dalata.19773	Dzingiberensis.21802
Dalata.19774	Dzingiberensis.21803
Dalata.19776	Dzingiberensis.21804
Dalata.19777	Dzingiberensis.21805
Dalata.19778	Dzingiberensis.21806
Dalata.19779	Dzingiberensis.21807
Dalata.19781	Dzingiberensis.21808
Dalata.19782	Dzingiberensis.21809
Dalata.19783	Dzingiberensis.21810
Dalata.19784	Dzingiberensis.21811
Dalata.19785	Dzingiberensis.21813
Dalata.19789	Dzingiberensis.21816
Dalata.19790	Dzingiberensis.21817
Dalata.19791	Dzingiberensis.21818
Dalata.19792	Dzingiberensis.21819
Dalata.19793	Dzingiberensis.21820
Dalata.19794	Dzingiberensis.21821
Dalata.19795	Dzingiberensis.21822
Dalata.19796	Dzingiberensis.21823
Dalata.19797	Dzingiberensis.21824
Dalata.19799	Dzingiberensis.21825
Dalata.19800	Dzingiberensis.21826
Dalata.19801	Dzingiberensis.21827
Dalata.19802	Dzingiberensis.21828
Dalata.19803	Dzingiberensis.21829
Dalata.19806	Dzingiberensis.21830
Dalata.19807	Dzingiberensis.21833
Dalata.19814	Dzingiberensis.21835
Dalata.19815	Dzingiberensis.21836
Dalata.19817	Dzingiberensis.21837
Dalata.19818	Dzingiberensis.21839
Dalata.19819	Dzingiberensis.21840
Dalata.19820	Dzingiberensis.21841
Dalata.19821	Dzingiberensis.21842
Dalata.19822	Dzingiberensis.21847
Dalata.19828	Dzingiberensis.21849
Dalata.19829	Dzingiberensis.21851
Dalata.19830	Dzingiberensis.21852
Dalata.19831	Dzingiberensis.21853
Dalata.19832	Dzingiberensis.21854
Dalata.19833	Dzingiberensis.21855
Dalata.19841	Dzingiberensis.21856
Dalata.19841	Dzingiberensis.21857
Dalata.19843	Dzingiberensis.21863
Dalata.19845	Dzingiberensis.21867
Dalata.19847	Dzingiberensis.21864
Dalata.19848	Dzingiberensis.21869
Dalata.19849	Dzingiberensis.21870
Dalata.19850	Dzingiberensis.21871
Dalata.19851	Dzingiberensis.21872
Dalata.19852	Dzingiberensis.21873
Dalata.19854	Dzingiberensis.21875
Dalata.19855	Dzingiberensis.21876
Dalata.19856	Dzingiberensis.21877
Dalata.19857	Dzingiberensis.21878
Dalata.19859	Dzingiberensis.21879
Dalata.19860	Dzingiberensis.21880
Dalata.19860	Dzingiberensis.21881
Dalata.19861	Dzingiberensis.21882
Dalata.19862	Dzingiberensis.21883
Dalata.19863	Dzingiberensis.21884
Dalata.19864	Dzingiberensis.21885
Dalata.19869	Dzingiberensis.21886
Dalata.19870	Dzingiberensis.21887
Dalata.19873	Dzingiberensis.21889
Dalata.19874	Dzingiberensis.21890
Dalata.19874	Dzingiberensis.21891
Dalata.19875	Dzingiberensis.21892
Dalata.19876	Dzingiberensis.21894
Dalata.19877	Dzingiberensis.21895
Dalata.19878	Dzingiberensis.21896
Dalata.19880	Dzingiberensis.21901
Dalata.19881	Dzingiberensis.21902
Dalata.19882	Dzingiberensis.21903
Dalata.19883	Dzingiberensis.21904
Dalata.19884	Dzingiberensis.21905
Dalata.19891	Dzingiberensis.21911
Dalata.19894	Dzingiberensis.21918
Dalata.19896	Dzingiberensis.21909
Dalata.19897	Dzingiberensis.21916
Dalata.19898	Dzingiberensis.21921
Dalata.19899	Dzingiberensis.21922
Dalata.19900	Dzingiberensis.21923
Dalata.19901	Dzingiberensis.21924
Dalata.19902	Dzingiberensis.21925
Dalata.19903	Dzingiberensis.21926
Dalata.19904	Dzingiberensis.21927
Dalata.19905	Dzingiberensis.21928
Dalata.19906	Dzingiberensis.21929
Dalata.19907	Dzingiberensis.21930
Dalata.19908	Dzingiberensis.21931
Dalata.19910	Dzingiberensis.21932
Dalata.19911	Dzingiberensis.21944
Dalata.19912	Dzingiberensis.21933
Dalata.19913	Dzingiberensis.21934
Dalata.19914	Dzingiberensis.21935
Dalata.19917	Dzingiberensis.21938
Dalata.19918	Dzingiberensis.21939
Dalata.19919	Dzingiberensis.21940
Dalata.19920	Dzingiberensis.21943
Dalata.19921	Dzingiberensis.21941
Dalata.19926	Dzingiberensis.21945
Dalata.19927	Dzingiberensis.21946
Dalata.19928	Dzingiberensis.21947
Dalata.19929	Dzingiberensis.21948
Dalata.19930	Dzingiberensis.21949
Dalata.19932	Dzingiberensis.21951
Dalata.19933	Dzingiberensis.21952
Dalata.19934	Dzingiberensis.21953
Dalata.19935	Dzingiberensis.21954
Dalata.19936	Dzingiberensis.21955
Dalata.19937	Dzingiberensis.21956
Dalata.19938	Dzingiberensis.21957
Dalata.19939	Dzingiberensis.21958
Dalata.19940	Dzingiberensis.21959
Dalata.19943	Dzingiberensis.21961
Dalata.19944	Dzingiberensis.21962
Dalata.19945	Dzingiberensis.21963
Dalata.19946	Dzingiberensis.21964
Dalata.19947	Dzingiberensis.21966
Dalata.19948	Dzingiberensis.21967
Dalata.19949	Dzingiberensis.21968
Dalata.19950	Dzingiberensis.21969
Dalata.19951	Dzingiberensis.21970
Dalata.19953	Dzingiberensis.21974
Dalata.19954	Dzingiberensis.21980
Dalata.19957	Dzingiberensis.21979
Dalata.19962	Dzingiberensis.21983
Dalata.19963	Dzingiberensis.21984
Dalata.19963	Dzingiberensis.21985
Dalata.19973	Dzingiberensis.21989
Dalata.19974	Dzingiberensis.21990
Dalata.19976	Dzingiberensis.21992
Dalata.19977	Dzingiberensis.21993
Dalata.19978	Dzingiberensis.21994
Dalata.19979	Dzingiberensis.21995
Dalata.19980	Dzingiberensis.21996
Dalata.19981	Dzingiberensis.21997
Dalata.19982	Dzingiberensis.21998
Dalata.19983	Dzingiberensis.21999
Dalata.19984	Dzingiberensis.22000
Dalata.19986	Dzingiberensis.22001
Dalata.19987	Dzingiberensis.22004
Dalata.19988	Dzingiberensis.22005
Dalata.19989	Dzingiberensis.22006
Dalata.19990	Dzingiberensis.22008
Dalata.19991	Dzingiberensis.22009
Dalata.19992	Dzingiberensis.22010
Dalata.19993	Dzingiberensis.22011
Dalata.19994	Dzingiberensis.22012
Dalata.19995	Dzingiberensis.22013
Dalata.19996	Dzingiberensis.22015
Dalata.19997	Dzingiberensis.22018
Dalata.19998	Dzingiberensis.22016
Dalata.19999	Dzingiberensis.22019
Dalata.20000	Dzingiberensis.22020
Dalata.20001	Dzingiberensis.22021
Dalata.20002	Dzingiberensis.22022
Dalata.20003	Dzingiberensis.22023
Dalata.20004	Dzingiberensis.22024
Dalata.20006	Dzingiberensis.22025
Dalata.20007	Dzingiberensis.22026
Dalata.20008	Dzingiberensis.22027
Dalata.20009	Dzingiberensis.22028
Dalata.20009	Dzingiberensis.22029
Dalata.20010	Dzingiberensis.22035
Dalata.20011	Dzingiberensis.22036
Dalata.20012	Dzingiberensis.22037
Dalata.20013	Dzingiberensis.22039
Dalata.20014	Dzingiberensis.22040
Dalata.20015	Dzingiberensis.22041
Dalata.20016	Dzingiberensis.22042
Dalata.20017	Dzingiberensis.22043
Dalata.20018	Dzingiberensis.22044
Dalata.20019	Dzingiberensis.22046
Dalata.20020	Dzingiberensis.22047
Dalata.20021	Dzingiberensis.22048
Dalata.20022	Dzingiberensis.22049
Dalata.20023	Dzingiberensis.22050
Dalata.20024	Dzingiberensis.22051
Dalata.20025	Dzingiberensis.22052
Dalata.20026	Dzingiberensis.22054
Dalata.20027	Dzingiberensis.22055
Dalata.20028	Dzingiberensis.22056
Dalata.20030	Dzingiberensis.22057
Dalata.20031	Dzingiberensis.22060
Dalata.20032	Dzingiberensis.22061
Dalata.20033	Dzingiberensis.22062
Dalata.20035	Dzingiberensis.22064
Dalata.20036	Dzingiberensis.22065
Dalata.20038	Dzingiberensis.22074
Dalata.20039	Dzingiberensis.22073
Dalata.20040	Dzingiberensis.22072
Dalata.20041	Dzingiberensis.22070
Dalata.20042	Dzingiberensis.22071
Dalata.20043	Dzingiberensis.22069
Dalata.20044	Dzingiberensis.22068
Dalata.20045	Dzingiberensis.22066
Dalata.20046	Dzingiberensis.22067
Dalata.20047	Dzingiberensis.22075
Dalata.20049	Dzingiberensis.22077
Dalata.20049	Dzingiberensis.22078
Dalata.20050	Dzingiberensis.22082
Dalata.20053	Dzingiberensis.22079
Dalata.20055	Dzingiberensis.22083
Dalata.20056	Dzingiberensis.22084
Dalata.20057	Dzingiberensis.22085
Dalata.20059	Dzingiberensis.22087
Dalata.20060	Dzingiberensis.22089
Dalata.20061	Dzingiberensis.22090
Dalata.20062	Dzingiberensis.22091
Dalata.20063	Dzingiberensis.22092
Dalata.20064	Dzingiberensis.22093
Dalata.20066	Dzingiberensis.22094
Dalata.20067	Dzingiberensis.22095
Dalata.20068	Dzingiberensis.22096
Dalata.20069	Dzingiberensis.22097
Dalata.20070	Dzingiberensis.22099
Dalata.20071	Dzingiberensis.22100
Dalata.20072	Dzingiberensis.22101
Dalata.20073	Dzingiberensis.22102
Dalata.20074	Dzingiberensis.22103
Dalata.20075	Dzingiberensis.22104
Dalata.20076	Dzingiberensis.22106
Dalata.20079	Dzingiberensis.22107
Dalata.20080	Dzingiberensis.22110
Dalata.20081	Dzingiberensis.22112
Dalata.20082	Dzingiberensis.22113
Dalata.20083	Dzingiberensis.22114
Dalata.20085	Dzingiberensis.22115
Dalata.20086	Dzingiberensis.22116
Dalata.20089	Dzingiberensis.22120
Dalata.20093	Dzingiberensis.22119
Dalata.20094	Dzingiberensis.22160
Dalata.20095	Dzingiberensis.22159
Dalata.20096	Dzingiberensis.22158
Dalata.20097	Dzingiberensis.22156
Dalata.20098	Dzingiberensis.22155
Dalata.20099	Dzingiberensis.22154
Dalata.20100	Dzingiberensis.22153
Dalata.20101	Dzingiberensis.22152
Dalata.20102	Dzingiberensis.22151
Dalata.20103	Dzingiberensis.22150
Dalata.20104	Dzingiberensis.22149
Dalata.20105	Dzingiberensis.22148
Dalata.20106	Dzingiberensis.22146
Dalata.20107	Dzingiberensis.22145
Dalata.20108	Dzingiberensis.22144
Dalata.20109	Dzingiberensis.22143
Dalata.20110	Dzingiberensis.22142
Dalata.20113	Dzingiberensis.22139
Dalata.20114	Dzingiberensis.22137
Dalata.20115	Dzingiberensis.22136
Dalata.20119	Dzingiberensis.22132
Dalata.20121	Dzingiberensis.22130
Dalata.20122	Dzingiberensis.22129
Dalata.20123	Dzingiberensis.22128
Dalata.20125	Dzingiberensis.22125
Dalata.20126	Dzingiberensis.22123
Dalata.20128	Dzingiberensis.22164
Dalata.20132	Dzingiberensis.22161
Dalata.20133	Dzingiberensis.22166
Dalata.20136	Dzingiberensis.22168
Dalata.20137	Dzingiberensis.22170
Dalata.20138	Dzingiberensis.22171
Dalata.20139	Dzingiberensis.22182
Dalata.20140	Dzingiberensis.22183
Dalata.20141	Dzingiberensis.22184
Dalata.20141	Dzingiberensis.22185
Dalata.20144	Dzingiberensis.22186
Dalata.20145	Dzingiberensis.22188
Dalata.20148	Dzingiberensis.22189
Dalata.20150	Dzingiberensis.22190
Dalata.20153	Dzingiberensis.22191
Dalata.20154	Dzingiberensis.22192
Dalata.20157	Dzingiberensis.22194
Dalata.20158	Dzingiberensis.22195
Dalata.20159	Dzingiberensis.22196
Dalata.20160	Dzingiberensis.22197
Dalata.20162	Dzingiberensis.22198
Dalata.20162	Dzingiberensis.22199
Dalata.20163	Dzingiberensis.22201
Dalata.20164	Dzingiberensis.22202
Dalata.20165	Dzingiberensis.22204
Dalata.20167	Dzingiberensis.22205
Dalata.20170	Dzingiberensis.22207
Dalata.20171	Dzingiberensis.22208
Dalata.20172	Dzingiberensis.22209
Dalata.20173	Dzingiberensis.22210
Dalata.20178	Dzingiberensis.22211
Dalata.20179	Dzingiberensis.22212
Dalata.20179	Dzingiberensis.22213
Dalata.20181	Dzingiberensis.22215
Dalata.20183	Dzingiberensis.22218
Dalata.20184	Dzingiberensis.22219
Dalata.20185	Dzingiberensis.22220
Dalata.20186	Dzingiberensis.22221
Dalata.20187	Dzingiberensis.22222
Dalata.20187	Dzingiberensis.22223
Dalata.20189	Dzingiberensis.22225
Dalata.20194	Dzingiberensis.22226
Dalata.20195	Dzingiberensis.22227
Dalata.20196	Dzingiberensis.22228
Dalata.20197	Dzingiberensis.22229
Dalata.20198	Dzingiberensis.22230
Dalata.20199	Dzingiberensis.22232
Dalata.20202	Dzingiberensis.22233
Dalata.20203	Dzingiberensis.22261
Dalata.20204	Dzingiberensis.22260
Dalata.20205	Dzingiberensis.22259
Dalata.20206	Dzingiberensis.22257
Dalata.20207	Dzingiberensis.22256
Dalata.20208	Dzingiberensis.22255
Dalata.20214	Dzingiberensis.22254
Dalata.20215	Dzingiberensis.22253
Dalata.20216	Dzingiberensis.22252
Dalata.20217	Dzingiberensis.22251
Dalata.20218	Dzingiberensis.22250
Dalata.20220	Dzingiberensis.22249
Dalata.20223	Dzingiberensis.22248
Dalata.20225	Dzingiberensis.22247
Dalata.20227	Dzingiberensis.22246
Dalata.20229	Dzingiberensis.22245
Dalata.20231	Dzingiberensis.22244
Dalata.20232	Dzingiberensis.22243
Dalata.20233	Dzingiberensis.22242
Dalata.20234	Dzingiberensis.22241
Dalata.20238	Dzingiberensis.22240
Dalata.20239	Dzingiberensis.22239
Dalata.20240	Dzingiberensis.22238
Dalata.20241	Dzingiberensis.22237
Dalata.20245	Dzingiberensis.22236
Dalata.20249	Dzingiberensis.22303
Dalata.20251	Dzingiberensis.22235
Dalata.20252	Dzingiberensis.22234
Dalata.20255	Dzingiberensis.22262
Dalata.20268	Dzingiberensis.22280
Dalata.20271	Dzingiberensis.22279
Dalata.20272	Dzingiberensis.22277
Dalata.20273	Dzingiberensis.22278
Dalata.20279	Dzingiberensis.22276
Dalata.20280	Dzingiberensis.22275
Dalata.20281	Dzingiberensis.22269
Dalata.20283	Dzingiberensis.22224
Dalata.20285	Dzingiberensis.22267
Dalata.20969	Dzingiberensis.2
Dalata.20970	Dzingiberensis.3
Dalata.20971	Dzingiberensis.4
Dalata.20972	Dzingiberensis.5
Dalata.20974	Dzingiberensis.7
Dalata.20975	Dzingiberensis.8
Dalata.20976	Dzingiberensis.9
Dalata.20977	Dzingiberensis.10
Dalata.20978	Dzingiberensis.11
Dalata.20979	Dzingiberensis.12
Dalata.20980	Dzingiberensis.13
Dalata.20981	Dzingiberensis.14
Dalata.20983	Dzingiberensis.15
Dalata.20984	Dzingiberensis.16
Dalata.20985	Dzingiberensis.17
Dalata.20986	Dzingiberensis.18
Dalata.20987	Dzingiberensis.19
Dalata.20988	Dzingiberensis.20
Dalata.20992	Dzingiberensis.21
Dalata.20993	Dzingiberensis.25
Dalata.20994	Dzingiberensis.26
Dalata.20995	Dzingiberensis.29
Dalata.20996	Dzingiberensis.30
Dalata.20997	Dzingiberensis.31
Dalata.20998	Dzingiberensis.32
Dalata.20999	Dzingiberensis.33
Dalata.21001	Dzingiberensis.34
Dalata.21002	Dzingiberensis.35
Dalata.21003	Dzingiberensis.36
Dalata.21004	Dzingiberensis.37
Dalata.21005	Dzingiberensis.38
Dalata.21007	Dzingiberensis.40
Dalata.21008	Dzingiberensis.41
Dalata.21009	Dzingiberensis.42
Dalata.21010	Dzingiberensis.45
Dalata.21011	Dzingiberensis.46
Dalata.21012	Dzingiberensis.47
Dalata.21013	Dzingiberensis.48
Dalata.21014	Dzingiberensis.49
Dalata.21015	Dzingiberensis.50
Dalata.21020	Dzingiberensis.52
Dalata.21021	Dzingiberensis.53
Dalata.21022	Dzingiberensis.54
Dalata.21023	Dzingiberensis.55
Dalata.21024	Dzingiberensis.56
Dalata.21025	Dzingiberensis.57
Dalata.21026	Dzingiberensis.58
Dalata.21027	Dzingiberensis.59
Dalata.21028	Dzingiberensis.60
Dalata.21029	Dzingiberensis.61
Dalata.21031	Dzingiberensis.63
Dalata.21032	Dzingiberensis.64
Dalata.21033	Dzingiberensis.65
Dalata.21034	Dzingiberensis.66
Dalata.21035	Dzingiberensis.67
Dalata.21036	Dzingiberensis.68
Dalata.21037	Dzingiberensis.69
Dalata.21038	Dzingiberensis.70
Dalata.21039	Dzingiberensis.71
Dalata.21040	Dzingiberensis.72
Dalata.21041	Dzingiberensis.73
Dalata.21042	Dzingiberensis.74
Dalata.21043	Dzingiberensis.76
Dalata.21044	Dzingiberensis.77
Dalata.21045	Dzingiberensis.78
Dalata.21046	Dzingiberensis.79
Dalata.21047	Dzingiberensis.80
Dalata.21049	Dzingiberensis.82
Dalata.21050	Dzingiberensis.83
Dalata.21052	Dzingiberensis.85
Dalata.21053	Dzingiberensis.86
Dalata.21054	Dzingiberensis.88
Dalata.21055	Dzingiberensis.89
Dalata.21056	Dzingiberensis.90
Dalata.21057	Dzingiberensis.91
Dalata.21058	Dzingiberensis.92
Dalata.21060	Dzingiberensis.95
Dalata.21063	Dzingiberensis.96
Dalata.21064	Dzingiberensis.97
Dalata.21065	Dzingiberensis.98
Dalata.21066	Dzingiberensis.99
Dalata.21072	Dzingiberensis.100
Dalata.21075	Dzingiberensis.925
Dalata.21076	Dzingiberensis.924
Dalata.21080	Dzingiberensis.921
Dalata.21083	Dzingiberensis.920
Dalata.21084	Dzingiberensis.919
Dalata.21085	Dzingiberensis.918
Dalata.21086	Dzingiberensis.917
Dalata.21087	Dzingiberensis.916
Dalata.21089	Dzingiberensis.914
Dalata.21090	Dzingiberensis.913
Dalata.21092	Dzingiberensis.912
Dalata.21094	Dzingiberensis.910
Dalata.21095	Dzingiberensis.909
Dalata.21096	Dzingiberensis.908
Dalata.21099	Dzingiberensis.905
Dalata.21099	Dzingiberensis.906
Dalata.21100	Dzingiberensis.904
Dalata.21101	Dzingiberensis.902
Dalata.21102	Dzingiberensis.901
Dalata.21103	Dzingiberensis.900
Dalata.21104	Dzingiberensis.897
Dalata.21105	Dzingiberensis.896
Dalata.21108	Dzingiberensis.895
Dalata.21111	Dzingiberensis.891
Dalata.21112	Dzingiberensis.890
Dalata.21113	Dzingiberensis.889
Dalata.21115	Dzingiberensis.887
Dalata.21118	Dzingiberensis.884
Dalata.21119	Dzingiberensis.883
Dalata.21120	Dzingiberensis.881
Dalata.21121	Dzingiberensis.880
Dalata.21125	Dzingiberensis.876
Dalata.21126	Dzingiberensis.875
Dalata.21127	Dzingiberensis.874
Dalata.21128	Dzingiberensis.873
Dalata.21129	Dzingiberensis.872
Dalata.21130	Dzingiberensis.870
Dalata.21131	Dzingiberensis.869
Dalata.21135	Dzingiberensis.864
Dalata.21138	Dzingiberensis.866
Dalata.21138	Dzingiberensis.867
Dalata.21138	Dzingiberensis.868
Dalata.21141	Dzingiberensis.860
Dalata.21142	Dzingiberensis.858
Dalata.21142	Dzingiberensis.859
Dalata.21148	Dzingiberensis.852
Dalata.21150	Dzingiberensis.851
Dalata.21151	Dzingiberensis.850
Dalata.21152	Dzingiberensis.849
Dalata.21153	Dzingiberensis.848
Dalata.21155	Dzingiberensis.847
Dalata.21156	Dzingiberensis.846
Dalata.21157	Dzingiberensis.845
Dalata.21158	Dzingiberensis.843
Dalata.21159	Dzingiberensis.842
Dalata.21161	Dzingiberensis.840
Dalata.21163	Dzingiberensis.839
Dalata.21164	Dzingiberensis.838
Dalata.21165	Dzingiberensis.837
Dalata.21166	Dzingiberensis.836
Dalata.21167	Dzingiberensis.835
Dalata.21168	Dzingiberensis.834
Dalata.21170	Dzingiberensis.831
Dalata.21171	Dzingiberensis.833
Dalata.21172	Dzingiberensis.830
Dalata.21174	Dzingiberensis.829
Dalata.21175	Dzingiberensis.828
Dalata.21176	Dzingiberensis.827
Dalata.21177	Dzingiberensis.826
Dalata.21178	Dzingiberensis.825
Dalata.21180	Dzingiberensis.824
Dalata.21181	Dzingiberensis.823
Dalata.21182	Dzingiberensis.822
Dalata.21183	Dzingiberensis.821
Dalata.21184	Dzingiberensis.820
Dalata.21185	Dzingiberensis.819
Dalata.21186	Dzingiberensis.818
Dalata.21187	Dzingiberensis.817
Dalata.21188	Dzingiberensis.816
Dalata.21189	Dzingiberensis.815
Dalata.21190	Dzingiberensis.814
Dalata.21191	Dzingiberensis.813
Dalata.21192	Dzingiberensis.812
Dalata.21193	Dzingiberensis.811
Dalata.21195	Dzingiberensis.810
Dalata.21200	Dzingiberensis.808
Dalata.21201	Dzingiberensis.807
Dalata.21202	Dzingiberensis.805
Dalata.21203	Dzingiberensis.804
Dalata.21210	Dzingiberensis.803
Dalata.21218	Dzingiberensis.801
Dalata.21218	Dzingiberensis.802
Dalata.21225	Dzingiberensis.799
Dalata.21227	Dzingiberensis.798
Dalata.21228	Dzingiberensis.797
Dalata.21229	Dzingiberensis.796
Dalata.21234	Dzingiberensis.776
Dalata.21236	Dzingiberensis.768
Dalata.21237	Dzingiberensis.767
Dalata.21238	Dzingiberensis.764
Dalata.21240	Dzingiberensis.762
Dalata.21275	Dzingiberensis.784
Dalata.21276	Dzingiberensis.783
Dalata.21277	Dzingiberensis.782
Dalata.21278	Dzingiberensis.780
Dalata.21281	Dzingiberensis.778
Dalata.21281	Dzingiberensis.777
Dalata.21282	Dzingiberensis.779
Dalata.21283	Dzingiberensis.761
Dalata.21284	Dzingiberensis.773
Dalata.21285	Dzingiberensis.766
Dalata.21286	Dzingiberensis.763
Dalata.21287	Dzingiberensis.772
Dalata.21350	Dzingiberensis.2920
Dalata.21351	Dzingiberensis.2902
Dalata.21352	Dzingiberensis.2927
Dalata.21353	Dzingiberensis.2913
Dalata.21355	Dzingiberensis.2917
Dalata.21356	Dzingiberensis.2914
Dalata.21358	Dzingiberensis.2916
Dalata.21361	Dzingiberensis.2918
Dalata.21362	Dzingiberensis.2919
Dalata.21363	Dzingiberensis.2912
Dalata.21364	Dzingiberensis.2911
Dalata.21367	Dzingiberensis.2910
Dalata.21369	Dzingiberensis.2909
Dalata.21373	Dzingiberensis.2907
Dalata.21376	Dzingiberensis.2906
Dalata.21377	Dzingiberensis.2905
Dalata.21378	Dzingiberensis.2904
Dalata.21380	Dzingiberensis.2903
Dalata.21388	Dzingiberensis.2931
Dalata.21389	Dzingiberensis.2932
Dalata.21390	Dzingiberensis.2933
Dalata.21391	Dzingiberensis.2934
Dalata.21392	Dzingiberensis.2935
Dalata.21395	Dzingiberensis.2936
Dalata.21396	Dzingiberensis.2937
Dalata.21399	Dzingiberensis.2939
Dalata.21401	Dzingiberensis.2940
Dalata.21402	Dzingiberensis.2941
Dalata.21403	Dzingiberensis.2942
Dalata.21406	Dzingiberensis.2944
Dalata.21409	Dzingiberensis.2943
Dalata.21410	Dzingiberensis.2945
Dalata.21411	Dzingiberensis.2946
Dalata.21413	Dzingiberensis.2947
Dalata.21415	Dzingiberensis.2948
Dalata.21416	Dzingiberensis.2949
Dalata.21418	Dzingiberensis.2950
Dalata.21418	Dzingiberensis.2951
Dalata.21419	Dzingiberensis.2952
Dalata.21421	Dzingiberensis.2954
Dalata.21421	Dzingiberensis.2953
Dalata.21422	Dzingiberensis.2954
Dalata.21422	Dzingiberensis.2953
Dalata.21427	Dzingiberensis.2955
Dalata.21428	Dzingiberensis.2956
Dalata.21429	Dzingiberensis.2958
Dalata.21429	Dzingiberensis.2957
Dalata.21432	Dzingiberensis.2959
Dalata.21434	Dzingiberensis.2960
Dalata.21435	Dzingiberensis.2961
Dalata.21436	Dzingiberensis.2962
Dalata.21438	Dzingiberensis.2963
Dalata.21443	Dzingiberensis.2964
Dalata.21445	Dzingiberensis.2966
Dalata.21446	Dzingiberensis.2967
Dalata.21447	Dzingiberensis.2968
Dalata.21448	Dzingiberensis.2969
Dalata.21455	Dzingiberensis.2970
Dalata.21457	Dzingiberensis.2973
Dalata.21461	Dzingiberensis.2979
Dalata.21461	Dzingiberensis.2982
Dalata.21461	Dzingiberensis.2983
Dalata.21469	Dzingiberensis.2984
Dalata.21470	Dzingiberensis.2985
Dalata.21471	Dzingiberensis.2986
Dalata.21472	Dzingiberensis.2988
Dalata.21473	Dzingiberensis.2987
Dalata.21474	Dzingiberensis.2989
Dalata.21476	Dzingiberensis.2990
Dalata.21478	Dzingiberensis.2991
Dalata.21479	Dzingiberensis.2994
Dalata.21480	Dzingiberensis.2995
Dalata.21482	Dzingiberensis.2996
Dalata.21482	Dzingiberensis.2997
Dalata.21483	Dzingiberensis.2998
Dalata.21484	Dzingiberensis.2999
Dalata.21486	Dzingiberensis.3003
Dalata.21492	Dzingiberensis.3008
Dalata.21493	Dzingiberensis.3009
Dalata.21494	Dzingiberensis.3010
Dalata.21495	Dzingiberensis.3011
Dalata.21496	Dzingiberensis.3013
Dalata.21501	Dzingiberensis.3016
Dalata.21502	Dzingiberensis.3017
Dalata.21503	Dzingiberensis.3018
Dalata.21504	Dzingiberensis.3019
Dalata.21505	Dzingiberensis.3020
Dalata.21506	Dzingiberensis.3021
Dalata.21507	Dzingiberensis.3022
Dalata.21508	Dzingiberensis.3023
Dalata.21509	Dzingiberensis.3024
Dalata.21510	Dzingiberensis.3025
Dalata.21511	Dzingiberensis.3026
Dalata.21512	Dzingiberensis.3027
Dalata.21513	Dzingiberensis.3028
Dalata.21514	Dzingiberensis.3029
Dalata.21516	Dzingiberensis.3031
Dalata.21518	Dzingiberensis.3032
Dalata.21521	Dzingiberensis.3034
Dalata.21523	Dzingiberensis.3035
Dalata.21524	Dzingiberensis.3037
Dalata.21526	Dzingiberensis.3038
Dalata.21527	Dzingiberensis.3039
Dalata.21528	Dzingiberensis.3040
Dalata.21531	Dzingiberensis.3041
Dalata.21533	Dzingiberensis.3042
Dalata.21535	Dzingiberensis.3043
Dalata.21536	Dzingiberensis.3044
Dalata.21537	Dzingiberensis.3045
Dalata.21538	Dzingiberensis.3046
Dalata.21538	Dzingiberensis.3047
Dalata.21538	Dzingiberensis.3048
Dalata.21541	Dzingiberensis.3049
Dalata.21542	Dzingiberensis.3050
Dalata.21543	Dzingiberensis.3051
Dalata.21544	Dzingiberensis.3052
Dalata.21545	Dzingiberensis.3053
Dalata.21546	Dzingiberensis.3054
Dalata.21547	Dzingiberensis.3055
Dalata.21552	Dzingiberensis.3058
Dalata.21553	Dzingiberensis.3059
Dalata.21554	Dzingiberensis.3062
Dalata.21555	Dzingiberensis.3064
Dalata.21556	Dzingiberensis.3065
Dalata.21558	Dzingiberensis.3067
Dalata.21559	Dzingiberensis.3069
Dalata.21560	Dzingiberensis.3070
Dalata.21561	Dzingiberensis.3071
Dalata.21562	Dzingiberensis.3072
Dalata.21563	Dzingiberensis.3073
Dalata.21564	Dzingiberensis.3074
Dalata.21565	Dzingiberensis.3075
Dalata.21566	Dzingiberensis.3076
Dalata.21568	Dzingiberensis.3077
Dalata.21569	Dzingiberensis.3080
Dalata.21571	Dzingiberensis.3079
Dalata.21572	Dzingiberensis.3082
Dalata.21573	Dzingiberensis.3083
Dalata.21574	Dzingiberensis.3085
