Dalata.10	Drotundata.1288
Dalata.6348	Drotundata.7230
Dalata.6349	Drotundata.7231
Dalata.635	Drotundata.26236
Dalata.6353	Drotundata.7235
Dalata.6356	Drotundata.7238
Dalata.6357	Drotundata.7239
Dalata.6358	Drotundata.7240
Dalata.6359	Drotundata.7241
Dalata.636	Drotundata.332
Dalata.6360	Drotundata.7242
Dalata.6361	Drotundata.7243
Dalata.6364	Drotundata.7244
Dalata.6364	Drotundata.7245
Dalata.6365	Drotundata.7246
Dalata.6365	Drotundata.7247
Dalata.6366	Drotundata.7248
Dalata.6367	Drotundata.7249
Dalata.6368	Drotundata.7250
Dalata.6369	Drotundata.7251
Dalata.637	Drotundata.331
Dalata.6370	Drotundata.7252
Dalata.6371	Drotundata.7254
Dalata.6372	Drotundata.7255
Dalata.6373	Drotundata.7256
Dalata.6374	Drotundata.7257
Dalata.6375	Drotundata.7258
Dalata.6378	Drotundata.7261
Dalata.6379	Drotundata.7262
Dalata.638	Drotundata.324
Dalata.6380	Drotundata.7268
Dalata.6381	Drotundata.7269
Dalata.6382	Drotundata.7270
Dalata.6383	Drotundata.7271
Dalata.6384	Drotundata.7272
Dalata.6385	Drotundata.7273
Dalata.6386	Drotundata.7274
Dalata.6389	Drotundata.7276
Dalata.639	Drotundata.322
Dalata.6390	Drotundata.7278
Dalata.6392	Drotundata.7279
Dalata.6394	Drotundata.7280
Dalata.6395	Drotundata.7281
Dalata.6396	Drotundata.7282
Dalata.6397	Drotundata.7283
Dalata.6399	Drotundata.7286
Dalata.6400	Drotundata.7287
Dalata.6402	Drotundata.7289
Dalata.6404	Drotundata.7291
Dalata.6405	Drotundata.7292
Dalata.6406	Drotundata.7293
Dalata.6408	Drotundata.7295
Dalata.6409	Drotundata.7266
Dalata.6410	Drotundata.7296
Dalata.6412	Drotundata.7299
Dalata.6413	Drotundata.7300
Dalata.6414	Drotundata.7301
Dalata.6415	Drotundata.7302
Dalata.6416	Drotundata.7303
Dalata.6417	Drotundata.7304
Dalata.6418	Drotundata.7305
Dalata.6419	Drotundata.7306
Dalata.642	Drotundata.321
Dalata.6420	Drotundata.7307
Dalata.6421	Drotundata.7308
Dalata.6422	Drotundata.7309
Dalata.6423	Drotundata.7310
Dalata.6424	Drotundata.7311
Dalata.6425	Drotundata.7326
Dalata.6426	Drotundata.7325
Dalata.6427	Drotundata.7324
Dalata.6428	Drotundata.7323
Dalata.6429	Drotundata.7322
Dalata.643	Drotundata.320
Dalata.6431	Drotundata.7319
Dalata.6432	Drotundata.7318
Dalata.6433	Drotundata.7317
Dalata.6434	Drotundata.7316
Dalata.6435	Drotundata.7314
Dalata.6437	Drotundata.7313
Dalata.6439	Drotundata.7312
Dalata.644	Drotundata.319
Dalata.6441	Drotundata.7327
Dalata.6442	Drotundata.7328
Dalata.6443	Drotundata.7329
Dalata.6445	Drotundata.7331
Dalata.6446	Drotundata.7332
Dalata.6448	Drotundata.7333
Dalata.6449	Drotundata.7334
Dalata.6450	Drotundata.7335
Dalata.6451	Drotundata.7336
Dalata.6452	Drotundata.7338
Dalata.6453	Drotundata.7339
Dalata.6454	Drotundata.7340
Dalata.6455	Drotundata.7341
Dalata.6456	Drotundata.7343
Dalata.6457	Drotundata.7344
Dalata.6458	Drotundata.7345
Dalata.6459	Drotundata.28926
Dalata.646	Drotundata.328
Dalata.6460	Drotundata.7347
Dalata.6462	Drotundata.7350
Dalata.6463	Drotundata.7351
Dalata.6464	Drotundata.7352
Dalata.6465	Drotundata.7354
Dalata.6466	Drotundata.7355
Dalata.6468	Drotundata.7357
Dalata.6469	Drotundata.7358
Dalata.647	Drotundata.330
Dalata.6470	Drotundata.7359
Dalata.6471	Drotundata.7360
Dalata.6472	Drotundata.7361
Dalata.6473	Drotundata.7362
Dalata.6474	Drotundata.7363
Dalata.6475	Drotundata.7364
Dalata.6476	Drotundata.7365
Dalata.6477	Drotundata.7366
Dalata.6478	Drotundata.7367
Dalata.6479	Drotundata.7368
Dalata.648	Drotundata.312
Dalata.6480	Drotundata.7370
Dalata.6481	Drotundata.7371
Dalata.6482	Drotundata.7372
Dalata.6484	Drotundata.7374
Dalata.6485	Drotundata.7377
Dalata.6486	Drotundata.7378
Dalata.6488	Drotundata.7379
Dalata.6489	Drotundata.7380
Dalata.6490	Drotundata.7381
Dalata.6491	Drotundata.7382
Dalata.6492	Drotundata.7388
Dalata.6493	Drotundata.7386
Dalata.6493	Drotundata.7387
Dalata.6494	Drotundata.7385
Dalata.6495	Drotundata.7384
Dalata.6496	Drotundata.7409
Dalata.6498	Drotundata.7389
Dalata.6499	Drotundata.7412
Dalata.6500	Drotundata.7413
Dalata.6501	Drotundata.7414
Dalata.6503	Drotundata.7415
Dalata.6504	Drotundata.7416
Dalata.6506	Drotundata.7420
Dalata.6507	Drotundata.7421
Dalata.6508	Drotundata.7422
Dalata.6509	Drotundata.7423
Dalata.6511	Drotundata.7427
Dalata.6512	Drotundata.7428
Dalata.6513	Drotundata.7392
Dalata.6516	Drotundata.7396
Dalata.6516	Drotundata.7397
Dalata.6518	Drotundata.7398
Dalata.6519	Drotundata.7399
Dalata.652	Drotundata.309
Dalata.6520	Drotundata.7400
Dalata.6521	Drotundata.7401
Dalata.6522	Drotundata.7402
Dalata.6523	Drotundata.7403
Dalata.6524	Drotundata.7404
Dalata.6525	Drotundata.7405
Dalata.6526	Drotundata.7406
Dalata.6527	Drotundata.7407
Dalata.6529	Drotundata.7408
Dalata.6530	Drotundata.7431
Dalata.6531	Drotundata.7432
Dalata.6532	Drotundata.7433
Dalata.6534	Drotundata.7435
Dalata.6535	Drotundata.7436
Dalata.6537	Drotundata.7437
Dalata.6539	Drotundata.7438
Dalata.6540	Drotundata.7440
Dalata.6541	Drotundata.7441
Dalata.6542	Drotundata.7442
Dalata.6546	Drotundata.7446
Dalata.6547	Drotundata.7447
Dalata.655	Drotundata.308
Dalata.6550	Drotundata.7450
Dalata.6550	Drotundata.7451
Dalata.6551	Drotundata.7449
Dalata.6552	Drotundata.7448
Dalata.6553	Drotundata.7457
Dalata.6558	Drotundata.7459
Dalata.6559	Drotundata.7460
Dalata.6560	Drotundata.7461
Dalata.6561	Drotundata.7462
Dalata.6562	Drotundata.7464
Dalata.6563	Drotundata.7465
Dalata.6566	Drotundata.7467
Dalata.6568	Drotundata.7469
Dalata.6570	Drotundata.7470
Dalata.6571	Drotundata.7471
Dalata.6572	Drotundata.7472
Dalata.6574	Drotundata.7476
Dalata.6576	Drotundata.7478
Dalata.6577	Drotundata.7480
Dalata.6578	Drotundata.7481
Dalata.658	Drotundata.306
Dalata.6580	Drotundata.7482
Dalata.6582	Drotundata.7485
Dalata.6583	Drotundata.7486
Dalata.6585	Drotundata.7488
Dalata.6586	Drotundata.7489
Dalata.6588	Drotundata.7491
Dalata.6589	Drotundata.7492
Dalata.659	Drotundata.302
Dalata.6590	Drotundata.7495
Dalata.6592	Drotundata.7496
Dalata.6593	Drotundata.7497
Dalata.6594	Drotundata.7498
Dalata.6595	Drotundata.7499
Dalata.6596	Drotundata.7500
Dalata.6597	Drotundata.7502
Dalata.6598	Drotundata.7503
Dalata.6598	Drotundata.7504
Dalata.6599	Drotundata.7505
Dalata.660	Drotundata.301
Dalata.6600	Drotundata.7506
Dalata.6601	Drotundata.7507
Dalata.6602	Drotundata.7508
Dalata.6603	Drotundata.7510
Dalata.6605	Drotundata.7512
Dalata.6606	Drotundata.7513
Dalata.6607	Drotundata.7514
Dalata.6608	Drotundata.7515
Dalata.6609	Drotundata.7516
Dalata.661	Drotundata.300
Dalata.6610	Drotundata.7517
Dalata.6611	Drotundata.7518
Dalata.6613	Drotundata.7519
Dalata.6614	Drotundata.7520
Dalata.6615	Drotundata.7521
Dalata.6617	Drotundata.7522
Dalata.6618	Drotundata.7523
Dalata.6619	Drotundata.7524
Dalata.662	Drotundata.299
Dalata.6620	Drotundata.7525
Dalata.6621	Drotundata.7526
Dalata.6622	Drotundata.7527
Dalata.6623	Drotundata.7528
Dalata.6624	Drotundata.7529
Dalata.6625	Drotundata.7530
Dalata.6626	Drotundata.7531
Dalata.6627	Drotundata.7533
Dalata.6628	Drotundata.7534
Dalata.6629	Drotundata.7535
Dalata.663	Drotundata.298
Dalata.6630	Drotundata.7536
Dalata.6631	Drotundata.7537
Dalata.6633	Drotundata.7539
Dalata.6635	Drotundata.7540
Dalata.6638	Drotundata.7542
Dalata.6639	Drotundata.7543
Dalata.664	Drotundata.297
Dalata.6641	Drotundata.7544
Dalata.6642	Drotundata.7545
Dalata.6643	Drotundata.7546
Dalata.6645	Drotundata.7547
Dalata.6646	Drotundata.7548
Dalata.6647	Drotundata.7551
Dalata.6650	Drotundata.7552
Dalata.6651	Drotundata.7553
Dalata.6652	Drotundata.7555
Dalata.6653	Drotundata.7556
Dalata.6654	Drotundata.7557
Dalata.6655	Drotundata.7559
Dalata.6657	Drotundata.7562
Dalata.6659	Drotundata.7563
Dalata.666	Drotundata.294
Dalata.6660	Drotundata.7565
Dalata.6661	Drotundata.7566
Dalata.6662	Drotundata.7567
Dalata.6663	Drotundata.7568
Dalata.6664	Drotundata.7569
Dalata.6665	Drotundata.7572
Dalata.6666	Drotundata.7573
Dalata.6668	Drotundata.7574
Dalata.6669	Drotundata.7575
Dalata.6670	Drotundata.7576
Dalata.6671	Drotundata.7577
Dalata.6672	Drotundata.7578
Dalata.6674	Drotundata.7580
Dalata.6675	Drotundata.7581
Dalata.6676	Drotundata.7582
Dalata.6677	Drotundata.7583
Dalata.6678	Drotundata.7584
Dalata.6678	Drotundata.7585
Dalata.6679	Drotundata.7587
Dalata.6680	Drotundata.7591
Dalata.6682	Drotundata.7593
Dalata.6684	Drotundata.7594
Dalata.6685	Drotundata.7595
Dalata.6686	Drotundata.7596
Dalata.6688	Drotundata.7598
Dalata.6689	Drotundata.7599
Dalata.669	Drotundata.292
Dalata.6690	Drotundata.7600
Dalata.6691	Drotundata.7602
Dalata.6692	Drotundata.7603
Dalata.6693	Drotundata.7607
Dalata.6696	Drotundata.7608
Dalata.6696	Drotundata.7609
Dalata.6697	Drotundata.7610
Dalata.6699	Drotundata.7613
Dalata.6700	Drotundata.7614
Dalata.6701	Drotundata.7615
Dalata.6702	Drotundata.7616
Dalata.6703	Drotundata.7617
Dalata.6704	Drotundata.7619
Dalata.6705	Drotundata.7620
Dalata.6706	Drotundata.7622
Dalata.6707	Drotundata.7624
Dalata.6708	Drotundata.7625
Dalata.6709	Drotundata.7646
Dalata.6710	Drotundata.7647
Dalata.6711	Drotundata.7649
Dalata.6712	Drotundata.7650
Dalata.6714	Drotundata.7653
Dalata.6715	Drotundata.7654
Dalata.6716	Drotundata.7655
Dalata.6717	Drotundata.7656
Dalata.6718	Drotundata.7657
Dalata.6719	Drotundata.7658
Dalata.672	Drotundata.288
Dalata.6720	Drotundata.7659
Dalata.6721	Drotundata.7660
Dalata.6722	Drotundata.7661
Dalata.6723	Drotundata.7662
Dalata.6724	Drotundata.7664
Dalata.6725	Drotundata.7665
Dalata.6726	Drotundata.7666
Dalata.6728	Drotundata.7668
Dalata.673	Drotundata.287
Dalata.6731	Drotundata.7668
Dalata.6732	Drotundata.7669
Dalata.6733	Drotundata.7670
Dalata.6734	Drotundata.7671
Dalata.6735	Drotundata.7672
Dalata.6736	Drotundata.17711
Dalata.6737	Drotundata.7673
Dalata.6738	Drotundata.7674
Dalata.6739	Drotundata.7675
Dalata.674	Drotundata.286
Dalata.6740	Drotundata.7676
Dalata.6741	Drotundata.7677
Dalata.6743	Drotundata.7679
Dalata.6745	Drotundata.7681
Dalata.6749	Drotundata.7686
Dalata.675	Drotundata.284
Dalata.6751	Drotundata.7687
Dalata.6752	Drotundata.7688
Dalata.6753	Drotundata.7689
Dalata.6755	Drotundata.7635
Dalata.6756	Drotundata.7634
Dalata.6757	Drotundata.7633
Dalata.6758	Drotundata.7632
Dalata.6759	Drotundata.7631
Dalata.676	Drotundata.283
Dalata.6760	Drotundata.7630
Dalata.6761	Drotundata.7629
Dalata.6762	Drotundata.7628
Dalata.6764	Drotundata.7639
Dalata.6765	Drotundata.7693
Dalata.6766	Drotundata.7695
Dalata.6767	Drotundata.7696
Dalata.6768	Drotundata.7697
Dalata.677	Drotundata.282
Dalata.6770	Drotundata.7699
Dalata.6771	Drotundata.7701
Dalata.6772	Drotundata.7702
Dalata.6773	Drotundata.7703
Dalata.6774	Drotundata.7704
Dalata.6775	Drotundata.7706
Dalata.6777	Drotundata.7708
Dalata.6778	Drotundata.7709
Dalata.6779	Drotundata.7710
Dalata.6780	Drotundata.7711
Dalata.6781	Drotundata.7712
Dalata.6783	Drotundata.7713
Dalata.6785	Drotundata.7714
Dalata.6786	Drotundata.7715
Dalata.6787	Drotundata.7716
Dalata.6789	Drotundata.7719
Dalata.679	Drotundata.281
Dalata.6790	Drotundata.7720
Dalata.6791	Drotundata.7721
Dalata.6792	Drotundata.7722
Dalata.6793	Drotundata.7723
Dalata.6794	Drotundata.7724
Dalata.6795	Drotundata.7725
Dalata.6797	Drotundata.7727
Dalata.6799	Drotundata.7730
Dalata.68	Drotundata.1343
Dalata.680	Drotundata.279
Dalata.6800	Drotundata.7731
Dalata.6801	Drotundata.7732
Dalata.6804	Drotundata.7733
Dalata.6805	Drotundata.7734
Dalata.6806	Drotundata.7735
Dalata.6809	Drotundata.7738
Dalata.6810	Drotundata.7739
Dalata.6810	Drotundata.7754
Dalata.6811	Drotundata.7740
Dalata.6812	Drotundata.7756
Dalata.6813	Drotundata.7757
Dalata.6816	Drotundata.7762
Dalata.6817	Drotundata.7749
Dalata.6818	Drotundata.7750
Dalata.6819	Drotundata.7751
Dalata.6819	Drotundata.7764
Dalata.682	Drotundata.278
Dalata.6820	Drotundata.7752
Dalata.6821	Drotundata.7767
Dalata.6822	Drotundata.7771
Dalata.6823	Drotundata.7772
Dalata.6824	Drotundata.7775
Dalata.6828	Drotundata.7768
Dalata.6829	Drotundata.7769
Dalata.683	Drotundata.275
Dalata.6831	Drotundata.7781
Dalata.6832	Drotundata.7782
Dalata.6833	Drotundata.7783
Dalata.6834	Drotundata.7784
Dalata.6835	Drotundata.7785
Dalata.6837	Drotundata.7786
Dalata.6838	Drotundata.7787
Dalata.6839	Drotundata.7788
Dalata.684	Drotundata.274
Dalata.6840	Drotundata.7789
Dalata.6841	Drotundata.7790
Dalata.6842	Drotundata.7791
Dalata.6843	Drotundata.7792
Dalata.6844	Drotundata.7793
Dalata.6845	Drotundata.7794
Dalata.6846	Drotundata.7796
Dalata.6848	Drotundata.7846
Dalata.6849	Drotundata.7845
Dalata.685	Drotundata.273
Dalata.6850	Drotundata.7844
Dalata.6852	Drotundata.7842
Dalata.6853	Drotundata.7841
Dalata.6854	Drotundata.7840
Dalata.6855	Drotundata.7839
Dalata.6856	Drotundata.7838
Dalata.6857	Drotundata.7837
Dalata.6858	Drotundata.7836
Dalata.6859	Drotundata.7835
Dalata.686	Drotundata.272
Dalata.6860	Drotundata.7834
Dalata.6862	Drotundata.7832
Dalata.6863	Drotundata.7831
Dalata.6865	Drotundata.7830
Dalata.6866	Drotundata.7829
Dalata.6867	Drotundata.7828
Dalata.6869	Drotundata.7827
Dalata.6870	Drotundata.7825
Dalata.6870	Drotundata.7826
Dalata.6871	Drotundata.7813
Dalata.6873	Drotundata.7811
Dalata.6874	Drotundata.7809
Dalata.6875	Drotundata.7808
Dalata.6876	Drotundata.7807
Dalata.6877	Drotundata.7806
Dalata.6878	Drotundata.7805
Dalata.6879	Drotundata.7804
Dalata.688	Drotundata.270
Dalata.6880	Drotundata.7803
Dalata.6883	Drotundata.7801
Dalata.6884	Drotundata.7849
Dalata.6886	Drotundata.7852
Dalata.6888	Drotundata.7814
Dalata.6889	Drotundata.7815
Dalata.6890	Drotundata.7816
Dalata.6891	Drotundata.7817
Dalata.6894	Drotundata.7820
Dalata.6896	Drotundata.7821
Dalata.6899	Drotundata.7859
Dalata.690	Drotundata.267
Dalata.690	Drotundata.268
Dalata.6900	Drotundata.7860
Dalata.6901	Drotundata.7861
Dalata.6902	Drotundata.7862
Dalata.6903	Drotundata.7863
Dalata.6906	Drotundata.7864
Dalata.6907	Drotundata.7865
Dalata.6908	Drotundata.7866
Dalata.6909	Drotundata.7867
Dalata.691	Drotundata.15870
Dalata.691	Drotundata.266
Dalata.691	Drotundata.8510
Dalata.6910	Drotundata.7868
Dalata.6911	Drotundata.7870
Dalata.6912	Drotundata.7872
Dalata.6913	Drotundata.7873
Dalata.6914	Drotundata.7874
Dalata.6915	Drotundata.7875
Dalata.6916	Drotundata.7876
Dalata.6917	Drotundata.7877
Dalata.6919	Drotundata.7880
Dalata.692	Drotundata.265
Dalata.6920	Drotundata.7882
Dalata.6921	Drotundata.7884
Dalata.6922	Drotundata.7885
Dalata.6923	Drotundata.7886
Dalata.6924	Drotundata.7887
Dalata.6925	Drotundata.7888
Dalata.6926	Drotundata.7889
Dalata.6927	Drotundata.7890
Dalata.6928	Drotundata.7891
Dalata.6929	Drotundata.7892
Dalata.693	Drotundata.263
Dalata.6931	Drotundata.7893
Dalata.6932	Drotundata.7895
Dalata.6934	Drotundata.7897
Dalata.6935	Drotundata.7898
Dalata.6938	Drotundata.7901
Dalata.6939	Drotundata.2794
Dalata.694	Drotundata.262
Dalata.6940	Drotundata.7902
Dalata.6942	Drotundata.7903
Dalata.6943	Drotundata.7904
Dalata.6944	Drotundata.7905
Dalata.6945	Drotundata.7907
Dalata.6947	Drotundata.7908
Dalata.6948	Drotundata.7909
Dalata.695	Drotundata.261
Dalata.6950	Drotundata.7911
Dalata.6952	Drotundata.7912
Dalata.6954	Drotundata.7913
Dalata.6955	Drotundata.7915
Dalata.6956	Drotundata.7917
Dalata.6957	Drotundata.7918
Dalata.6959	Drotundata.7919
Dalata.696	Drotundata.247
Dalata.6961	Drotundata.7924
Dalata.6963	Drotundata.7923
Dalata.6964	Drotundata.7922
Dalata.6965	Drotundata.7921
Dalata.6966	Drotundata.7920
Dalata.6967	Drotundata.7919
Dalata.6969	Drotundata.7918
Dalata.697	Drotundata.3704
Dalata.6971	Drotundata.7924
Dalata.6974	Drotundata.7928
Dalata.6975	Drotundata.7929
Dalata.6976	Drotundata.7932
Dalata.6977	Drotundata.7935
Dalata.6978	Drotundata.7936
Dalata.6979	Drotundata.7938
Dalata.698	Drotundata.3713
Dalata.6980	Drotundata.7939
Dalata.6981	Drotundata.7940
Dalata.6982	Drotundata.7942
Dalata.6983	Drotundata.7943
Dalata.6983	Drotundata.7944
Dalata.6984	Drotundata.7945
Dalata.6985	Drotundata.7947
Dalata.6986	Drotundata.7948
Dalata.6987	Drotundata.7949
Dalata.6988	Drotundata.7950
Dalata.6989	Drotundata.7951
Dalata.699	Drotundata.3712
Dalata.6990	Drotundata.7952
Dalata.6991	Drotundata.7953
Dalata.6993	Drotundata.7956
Dalata.6994	Drotundata.7957
Dalata.6995	Drotundata.7958
Dalata.6997	Drotundata.7959
Dalata.6998	Drotundata.7960
Dalata.6999	Drotundata.7961
Dalata.7	Drotundata.1291
Dalata.700	Drotundata.3711
Dalata.7001	Drotundata.7962
Dalata.7004	Drotundata.7964
Dalata.7005	Drotundata.7965
Dalata.7006	Drotundata.7966
Dalata.7007	Drotundata.7967
Dalata.7008	Drotundata.7969
Dalata.7009	Drotundata.7970
Dalata.7012	Drotundata.7971
Dalata.7013	Drotundata.7974
Dalata.7014	Drotundata.7975
Dalata.7015	Drotundata.7977
Dalata.7016	Drotundata.7978
Dalata.7017	Drotundata.7979
Dalata.7018	Drotundata.7980
Dalata.7019	Drotundata.7981
Dalata.7020	Drotundata.7982
Dalata.7021	Drotundata.7983
Dalata.7022	Drotundata.7984
Dalata.7023	Drotundata.7985
Dalata.7024	Drotundata.7986
Dalata.7025	Drotundata.7987
Dalata.7026	Drotundata.7988
Dalata.7028	Drotundata.7989
Dalata.7029	Drotundata.7990
Dalata.7031	Drotundata.7993
Dalata.7032	Drotundata.7994
Dalata.7034	Drotundata.7995
Dalata.7035	Drotundata.7996
Dalata.7036	Drotundata.7997
Dalata.7037	Drotundata.7998
Dalata.7038	Drotundata.7999
Dalata.7039	Drotundata.8000
Dalata.704	Drotundata.259
Dalata.704	Drotundata.260
Dalata.7040	Drotundata.8001
Dalata.7041	Drotundata.8002
Dalata.7042	Drotundata.8003
Dalata.7043	Drotundata.8004
Dalata.7046	Drotundata.8005
Dalata.7048	Drotundata.8006
Dalata.7048	Drotundata.8007
Dalata.7049	Drotundata.8008
Dalata.7050	Drotundata.8009
Dalata.7051	Drotundata.8010
Dalata.7052	Drotundata.8011
Dalata.7053	Drotundata.8012
Dalata.7055	Drotundata.8015
Dalata.7056	Drotundata.8017
Dalata.7057	Drotundata.8018
Dalata.7058	Drotundata.8019
Dalata.7060	Drotundata.8020
Dalata.7061	Drotundata.8021
Dalata.7062	Drotundata.8022
Dalata.7062	Drotundata.8023
Dalata.7063	Drotundata.8025
Dalata.7064	Drotundata.8024
Dalata.7066	Drotundata.8026
Dalata.7067	Drotundata.8027
Dalata.7068	Drotundata.8028
Dalata.7069	Drotundata.8029
Dalata.707	Drotundata.256
Dalata.7070	Drotundata.8030
Dalata.7071	Drotundata.8031
Dalata.7072	Drotundata.8032
Dalata.7073	Drotundata.8033
Dalata.7075	Drotundata.8035
Dalata.7076	Drotundata.8036
Dalata.7077	Drotundata.8037
Dalata.7078	Drotundata.8038
Dalata.7079	Drotundata.8039
Dalata.708	Drotundata.255
Dalata.7080	Drotundata.8040
Dalata.7081	Drotundata.8041
Dalata.7082	Drotundata.8042
Dalata.7083	Drotundata.8043
Dalata.7084	Drotundata.8044
Dalata.7085	Drotundata.8045
Dalata.7086	Drotundata.8046
Dalata.7087	Drotundata.8047
Dalata.7088	Drotundata.8048
Dalata.7089	Drotundata.8049
Dalata.709	Drotundata.254
Dalata.7090	Drotundata.8050
Dalata.7091	Drotundata.8051
Dalata.7092	Drotundata.8052
Dalata.7093	Drotundata.8053
Dalata.7094	Drotundata.8055
Dalata.7095	Drotundata.8056
Dalata.7095	Drotundata.8057
Dalata.7096	Drotundata.8059
Dalata.7097	Drotundata.8066
Dalata.7097	Drotundata.8067
Dalata.7099	Drotundata.8064
Dalata.710	Drotundata.252
Dalata.7100	Drotundata.8063
Dalata.7101	Drotundata.8062
Dalata.7102	Drotundata.8061
Dalata.7103	Drotundata.8060
Dalata.7105	Drotundata.8069
Dalata.7108	Drotundata.8100
Dalata.7109	Drotundata.8101
Dalata.7111	Drotundata.8103
Dalata.7112	Drotundata.8104
Dalata.7113	Drotundata.8105
Dalata.7114	Drotundata.8106
Dalata.7115	Drotundata.8107
Dalata.7116	Drotundata.8108
Dalata.7117	Drotundata.8109
Dalata.7118	Drotundata.8110
Dalata.7119	Drotundata.8111
Dalata.7120	Drotundata.8112
Dalata.7121	Drotundata.8114
Dalata.7123	Drotundata.8117
Dalata.7124	Drotundata.8118
Dalata.7126	Drotundata.8120
Dalata.7127	Drotundata.8122
Dalata.7128	Drotundata.8123
Dalata.713	Drotundata.250
Dalata.7130	Drotundata.8125
Dalata.7131	Drotundata.8126
Dalata.7132	Drotundata.8127
Dalata.7133	Drotundata.8129
Dalata.7134	Drotundata.8130
Dalata.7136	Drotundata.8131
Dalata.7137	Drotundata.8132
Dalata.7138	Drotundata.8133
Dalata.7139	Drotundata.8134
Dalata.714	Drotundata.249
Dalata.7140	Drotundata.8135
Dalata.7141	Drotundata.8137
Dalata.7142	Drotundata.8138
Dalata.7143	Drotundata.8139
Dalata.7144	Drotundata.8140
Dalata.7145	Drotundata.8142
Dalata.7146	Drotundata.8143
Dalata.7147	Drotundata.8146
Dalata.7149	Drotundata.8147
Dalata.7150	Drotundata.8148
Dalata.7151	Drotundata.8149
Dalata.7152	Drotundata.8097
Dalata.7155	Drotundata.8094
Dalata.7156	Drotundata.8093
Dalata.7157	Drotundata.8092
Dalata.7158	Drotundata.8091
Dalata.716	Drotundata.233
Dalata.7160	Drotundata.8089
Dalata.7161	Drotundata.8088
Dalata.7162	Drotundata.8086
Dalata.7163	Drotundata.8085
Dalata.7164	Drotundata.8084
Dalata.7165	Drotundata.8083
Dalata.7167	Drotundata.8081
Dalata.7168	Drotundata.8080
Dalata.7169	Drotundata.8079
Dalata.717	Drotundata.246
Dalata.7171	Drotundata.8078
Dalata.7172	Drotundata.8077
Dalata.7173	Drotundata.8076
Dalata.7174	Drotundata.8075
Dalata.7175	Drotundata.8073
Dalata.7176	Drotundata.8156
Dalata.7178	Drotundata.8155
Dalata.7179	Drotundata.8154
Dalata.718	Drotundata.245
Dalata.7180	Drotundata.8153
Dalata.7181	Drotundata.8152
Dalata.7182	Drotundata.8151
Dalata.7183	Drotundata.8150
Dalata.7184	Drotundata.8158
Dalata.7185	Drotundata.8159
Dalata.7186	Drotundata.8160
Dalata.7187	Drotundata.8161
Dalata.7188	Drotundata.8162
Dalata.7189	Drotundata.8163
Dalata.719	Drotundata.244
Dalata.7190	Drotundata.8165
Dalata.7193	Drotundata.8168
Dalata.7194	Drotundata.8169
Dalata.7195	Drotundata.8170
Dalata.7196	Drotundata.8171
Dalata.7197	Drotundata.8173
Dalata.7198	Drotundata.8174
Dalata.7199	Drotundata.8175
Dalata.7200	Drotundata.8177
Dalata.7200	Drotundata.8178
Dalata.7201	Drotundata.8179
Dalata.7204	Drotundata.8184
Dalata.7205	Drotundata.8182
Dalata.7206	Drotundata.8181
Dalata.7207	Drotundata.8234
Dalata.7208	Drotundata.8236
Dalata.7209	Drotundata.8238
Dalata.721	Drotundata.242
Dalata.7210	Drotundata.8239
Dalata.7211	Drotundata.8246
Dalata.7213	Drotundata.8240
Dalata.7213	Drotundata.8241
Dalata.7215	Drotundata.8228
Dalata.7216	Drotundata.8227
Dalata.7217	Drotundata.8226
Dalata.7218	Drotundata.8225
Dalata.7219	Drotundata.8224
Dalata.722	Drotundata.241
Dalata.7220	Drotundata.8223
Dalata.7223	Drotundata.8216
Dalata.7224	Drotundata.8215
Dalata.7226	Drotundata.8213
Dalata.7227	Drotundata.8212
Dalata.7228	Drotundata.8211
Dalata.7229	Drotundata.8210
Dalata.723	Drotundata.240
Dalata.7232	Drotundata.8208
Dalata.7233	Drotundata.8207
Dalata.7234	Drotundata.8205
Dalata.7235	Drotundata.8204
Dalata.7236	Drotundata.8203
Dalata.7238	Drotundata.8201
Dalata.7239	Drotundata.8200
Dalata.724	Drotundata.239
Dalata.7240	Drotundata.8199
Dalata.7242	Drotundata.8197
Dalata.7243	Drotundata.8196
Dalata.7245	Drotundata.8195
Dalata.7246	Drotundata.8194
Dalata.7247	Drotundata.8193
Dalata.7248	Drotundata.8192
Dalata.7249	Drotundata.8191
Dalata.725	Drotundata.238
Dalata.7250	Drotundata.8190
Dalata.7254	Drotundata.32202
Dalata.7255	Drotundata.32201
Dalata.7256	Drotundata.32200
Dalata.7257	Drotundata.32199
Dalata.7258	Drotundata.32198
Dalata.7259	Drotundata.32197
Dalata.726	Drotundata.237
Dalata.7260	Drotundata.32196
Dalata.7261	Drotundata.32195
Dalata.7263	Drotundata.32193
Dalata.7264	Drotundata.32191
Dalata.7267	Drotundata.32188
Dalata.7269	Drotundata.32186
Dalata.727	Drotundata.236
Dalata.7271	Drotundata.32185
Dalata.7272	Drotundata.27073
Dalata.7273	Drotundata.35368
Dalata.7276	Drotundata.35374
Dalata.7278	Drotundata.9522
Dalata.7279	Drotundata.9521
Dalata.728	Drotundata.235
Dalata.7280	Drotundata.9520
Dalata.7282	Drotundata.9519
Dalata.7284	Drotundata.9514
Dalata.7284	Drotundata.9515
Dalata.7285	Drotundata.9513
Dalata.7286	Drotundata.9512
Dalata.7287	Drotundata.9511
Dalata.7288	Drotundata.9510
Dalata.7289	Drotundata.9509
Dalata.7291	Drotundata.9507
