Dalata.11	Dalata.23565
Dalata.9685	Dalata.17614
Dalata.9691	Dalata.15332
Dalata.9694	Dalata.14350
Dalata.9695	Dalata.22339
Dalata.9697	Dalata.17650
Dalata.9700	Dalata.17655
Dalata.9705	Dalata.22366
Dalata.9707	Dalata.22367
Dalata.9710	Dalata.17665
Dalata.9711	Dalata.17670
Dalata.9714	Dalata.17678
Dalata.9716	Dalata.17679
Dalata.9718	Dalata.17688
Dalata.9725	Dalata.17732
Dalata.9727	Dalata.17731
Dalata.9733	Dalata.17741
Dalata.9735	Dalata.12312
Dalata.9738	Dalata.17754
Dalata.9739	Dalata.17757
Dalata.9748	Dalata.17774
Dalata.9749	Dalata.17777
Dalata.9753	Dalata.17786
Dalata.9754	Dalata.17785
Dalata.9783	Dalata.17811
Dalata.9786	Dalata.17813
Dalata.9789	Dalata.15140
Dalata.9802	Dalata.17824
Dalata.9817	Dalata.9986
Dalata.9820	Dalata.17864
Dalata.9824	Dalata.17872
Dalata.9825	Dalata.17883
Dalata.9827	Dalata.23619
Dalata.9830	Dalata.17892
Dalata.9831	Dalata.14130
Dalata.9834	Dalata.17898
Dalata.9835	Dalata.23608
Dalata.9849	Dalata.17978
Dalata.9858	Dalata.17926
Dalata.9883	Dalata.17916
Dalata.9889	Dalata.13924
Dalata.9896	Dalata.13542
Dalata.9897	Dalata.17961
Dalata.9900	Dalata.24037
Dalata.9902	Dalata.22645
Dalata.9909	Dalata.18996
Dalata.9921	Dalata.17979
Dalata.9927	Dalata.17972
Dalata.9939	Dalata.18011
Dalata.9947	Dalata.10090
Dalata.9950	Dalata.10657
Dalata.9955	Dalata.21809
Dalata.9961	Dalata.21121
Dalata.9971	Dalata.23648
Dalata.10005	Dalata.16720
Dalata.10006	Dalata.17635
Dalata.10026	Dalata.13246
Dalata.10045	Dalata.21196
Dalata.10061	Dalata.20344
Dalata.10064	Dalata.19734
Dalata.10066	Dalata.18944
Dalata.10084	Dalata.19727
Dalata.10106	Dalata.19719
Dalata.10137	Dalata.19709
Dalata.10150	Dalata.19708
Dalata.10156	Dalata.19690
Dalata.10185	Dalata.10709
Dalata.10225	Dalata.19720
Dalata.10246	Dalata.19681
Dalata.10247	Dalata.19680
Dalata.10254	Dalata.22677
Dalata.10257	Dalata.19655
Dalata.10273	Dalata.19644
Dalata.10275	Dalata.19640
Dalata.10282	Dalata.19637
Dalata.10299	Dalata.11463
Dalata.10302	Dalata.11472
Dalata.10318	Dalata.18101
Dalata.10325	Dalata.18340
Dalata.10326	Dalata.23276
Dalata.10351	Dalata.24908
Dalata.10373	Dalata.19010
Dalata.10382	Dalata.18153
Dalata.10390	Dalata.11644
Dalata.10406	Dalata.11658
Dalata.10427	Dalata.14453
Dalata.10452	Dalata.17444
Dalata.10470	Dalata.11248
Dalata.10481	Dalata.21161
Dalata.10483	Dalata.17455
Dalata.10490	Dalata.17461
Dalata.10496	Dalata.11270
Dalata.10504	Dalata.17467
Dalata.10513	Dalata.11288
Dalata.10514	Dalata.11289
Dalata.10533	Dalata.19296
Dalata.10543	Dalata.11307
Dalata.10547	Dalata.19297
Dalata.10565	Dalata.19305
Dalata.10567	Dalata.24376
Dalata.10634	Dalata.14430
Dalata.10638	Dalata.19371
Dalata.10639	Dalata.11357
Dalata.10643	Dalata.11367
Dalata.10654	Dalata.11373
Dalata.10665	Dalata.19404
Dalata.10669	Dalata.11382
Dalata.10671	Dalata.19560
Dalata.10676	Dalata.11387
Dalata.10678	Dalata.13614
Dalata.10691	Dalata.11395
Dalata.10696	Dalata.19489
Dalata.10704	Dalata.19483
Dalata.10741	Dalata.24478
Dalata.10745	Dalata.22614
Dalata.10750	Dalata.11113
Dalata.10755	Dalata.11452
Dalata.10765	Dalata.18040
Dalata.10769	Dalata.18088
Dalata.10770	Dalata.18090
Dalata.10773	Dalata.18098
Dalata.10775	Dalata.18103
Dalata.10776	Dalata.18104
Dalata.10788	Dalata.18146
Dalata.10790	Dalata.18140
Dalata.10794	Dalata.18117
Dalata.10795	Dalata.18159
Dalata.10797	Dalata.15964
Dalata.10798	Dalata.18166
Dalata.10800	Dalata.18177
Dalata.10805	Dalata.22868
Dalata.10813	Dalata.18997
Dalata.10814	Dalata.18203
Dalata.10817	Dalata.18207
Dalata.10820	Dalata.22808
Dalata.10823	Dalata.23849
Dalata.10826	Dalata.18224
Dalata.10831	Dalata.18231
Dalata.10832	Dalata.18232
Dalata.10834	Dalata.18239
Dalata.10836	Dalata.18240
Dalata.10839	Dalata.18249
Dalata.10841	Dalata.22823
Dalata.10848	Dalata.18269
Dalata.10849	Dalata.18271
Dalata.10852	Dalata.13465
Dalata.10854	Dalata.18279
Dalata.10855	Dalata.18281
Dalata.10856	Dalata.22839
Dalata.10858	Dalata.18285
Dalata.10859	Dalata.18286
Dalata.10861	Dalata.18289
Dalata.10862	Dalata.18291
Dalata.10865	Dalata.18295
Dalata.10866	Dalata.18297
Dalata.10867	Dalata.18298
Dalata.10868	Dalata.23529
Dalata.10869	Dalata.18299
Dalata.10870	Dalata.18300
Dalata.10872	Dalata.18311
Dalata.10875	Dalata.18309
Dalata.10876	Dalata.13030
Dalata.10877	Dalata.15417
Dalata.10882	Dalata.18305
Dalata.10883	Dalata.12204
Dalata.10884	Dalata.18302
Dalata.10894	Dalata.18338
Dalata.10895	Dalata.18342
Dalata.10897	Dalata.23206
Dalata.10898	Dalata.18343
Dalata.10899	Dalata.18349
Dalata.10900	Dalata.18350
Dalata.10902	Dalata.18355
Dalata.10903	Dalata.18369
Dalata.10904	Dalata.15569
Dalata.10906	Dalata.18376
Dalata.10907	Dalata.18377
Dalata.10908	Dalata.15586
Dalata.10911	Dalata.23283
Dalata.10919	Dalata.18393
Dalata.10922	Dalata.18403
Dalata.10923	Dalata.15707
Dalata.10927	Dalata.18415
Dalata.10930	Dalata.18416
Dalata.10934	Dalata.18424
Dalata.10936	Dalata.18426
Dalata.10938	Dalata.18428
Dalata.10939	Dalata.20279
Dalata.10940	Dalata.18430
Dalata.10942	Dalata.18432
Dalata.10943	Dalata.18434
Dalata.10944	Dalata.18435
Dalata.10945	Dalata.18436
Dalata.10946	Dalata.18440
Dalata.10953	Dalata.18449
Dalata.10960	Dalata.18460
Dalata.10963	Dalata.18472
Dalata.10964	Dalata.18473
Dalata.10965	Dalata.18474
Dalata.10967	Dalata.18475
Dalata.10973	Dalata.18482
Dalata.10981	Dalata.18484
Dalata.10987	Dalata.18491
Dalata.10988	Dalata.24604
Dalata.10993	Dalata.18497
Dalata.10996	Dalata.18498
Dalata.10999	Dalata.12128
Dalata.11002	Dalata.18504
Dalata.11029	Dalata.18529
Dalata.11033	Dalata.18535
Dalata.11035	Dalata.18538
Dalata.11036	Dalata.18556
Dalata.11042	Dalata.18559
Dalata.11043	Dalata.18561
Dalata.11044	Dalata.18563
Dalata.11045	Dalata.18564
Dalata.11046	Dalata.18566
Dalata.11049	Dalata.18568
Dalata.11052	Dalata.18577
Dalata.11053	Dalata.18580
Dalata.11055	Dalata.18654
Dalata.11057	Dalata.18584
Dalata.11058	Dalata.18585
Dalata.11060	Dalata.18588
Dalata.11062	Dalata.18595
Dalata.11065	Dalata.18601
Dalata.11066	Dalata.18604
Dalata.11073	Dalata.24406
Dalata.11075	Dalata.17448
Dalata.11078	Dalata.18625
Dalata.11080	Dalata.18628
Dalata.11097	Dalata.18636
Dalata.11099	Dalata.18637
Dalata.11100	Dalata.18640
Dalata.11101	Dalata.18641
Dalata.11103	Dalata.18642
Dalata.11106	Dalata.18649
Dalata.11112	Dalata.18660
Dalata.11114	Dalata.18652
Dalata.11115	Dalata.18664
Dalata.11116	Dalata.22724
Dalata.11119	Dalata.18668
Dalata.11124	Dalata.18671
Dalata.11125	Dalata.18673
Dalata.11129	Dalata.18674
Dalata.11135	Dalata.18683
Dalata.11139	Dalata.18689
Dalata.11156	Dalata.18697
Dalata.11157	Dalata.18699
Dalata.11159	Dalata.18701
Dalata.11163	Dalata.18703
Dalata.11164	Dalata.18705
Dalata.11165	Dalata.18707
Dalata.11166	Dalata.18714
Dalata.11171	Dalata.18716
Dalata.11172	Dalata.18717
Dalata.11173	Dalata.18719
Dalata.11174	Dalata.18721
Dalata.11175	Dalata.18722
Dalata.11176	Dalata.18736
Dalata.11177	Dalata.18739
Dalata.11180	Dalata.22689
Dalata.11187	Dalata.18750
Dalata.11188	Dalata.18753
Dalata.11189	Dalata.18756
Dalata.11190	Dalata.18757
Dalata.11194	Dalata.18765
Dalata.11195	Dalata.14069
Dalata.11198	Dalata.18780
Dalata.11202	Dalata.18783
Dalata.11203	Dalata.18784
Dalata.11204	Dalata.18786
Dalata.11205	Dalata.18788
Dalata.11208	Dalata.18789
Dalata.11209	Dalata.18792
Dalata.11210	Dalata.18794
Dalata.11211	Dalata.18795
Dalata.11218	Dalata.18801
Dalata.11220	Dalata.23803
Dalata.11221	Dalata.18505
Dalata.11230	Dalata.18803
Dalata.11237	Dalata.17442
Dalata.11244	Dalata.11624
Dalata.11246	Dalata.17450
Dalata.11252	Dalata.17453
Dalata.11255	Dalata.17454
Dalata.11260	Dalata.17456
Dalata.11265	Dalata.17459
Dalata.11267	Dalata.17462
Dalata.11277	Dalata.22690
Dalata.11287	Dalata.19286
Dalata.11290	Dalata.19287
Dalata.11293	Dalata.19288
Dalata.11311	Dalata.19304
Dalata.11314	Dalata.19308
Dalata.11320	Dalata.19309
Dalata.11325	Dalata.19312
Dalata.11330	Dalata.19316
Dalata.11334	Dalata.19321
Dalata.11335	Dalata.19322
Dalata.11336	Dalata.19325
Dalata.11338	Dalata.19349
Dalata.11339	Dalata.19352
Dalata.11343	Dalata.19358
Dalata.11346	Dalata.19361
Dalata.11389	Dalata.19518
Dalata.11397	Dalata.13006
Dalata.11402	Dalata.19486
Dalata.11406	Dalata.19481
Dalata.11412	Dalata.19479
Dalata.11417	Dalata.19474
Dalata.11422	Dalata.15203
Dalata.11432	Dalata.19467
Dalata.11433	Dalata.19465
Dalata.11436	Dalata.19460
Dalata.11438	Dalata.19459
Dalata.11445	Dalata.19456
Dalata.11450	Dalata.12504
Dalata.11461	Dalata.19439
Dalata.11462	Dalata.19438
Dalata.11471	Dalata.11725
Dalata.11473	Dalata.19435
Dalata.11476	Dalata.14655
Dalata.11478	Dalata.24176
Dalata.11483	Dalata.18630
Dalata.11488	Dalata.12051
Dalata.11490	Dalata.22189
Dalata.11529	Dalata.22175
Dalata.11546	Dalata.12074
Dalata.11558	Dalata.24500
Dalata.11559	Dalata.12350
Dalata.11570	Dalata.22443
Dalata.11589	Dalata.22709
Dalata.11613	Dalata.13197
Dalata.11645	Dalata.19626
Dalata.11646	Dalata.19627
Dalata.11647	Dalata.19628
Dalata.11650	Dalata.19629
Dalata.11659	Dalata.19416
Dalata.11662	Dalata.19414
Dalata.11683	Dalata.19427
Dalata.11700	Dalata.14656
Dalata.11703	Dalata.23372
Dalata.11712	Dalata.23315
Dalata.11713	Dalata.14673
Dalata.11745	Dalata.14680
Dalata.11746	Dalata.23462
Dalata.11747	Dalata.23458
Dalata.11748	Dalata.23457
Dalata.11749	Dalata.23455
Dalata.11753	Dalata.23450
Dalata.11761	Dalata.23443
Dalata.11766	Dalata.23439
Dalata.11769	Dalata.23436
Dalata.11770	Dalata.23423
Dalata.11773	Dalata.23420
Dalata.11775	Dalata.23418
Dalata.11777	Dalata.23417
Dalata.11778	Dalata.23416
Dalata.11782	Dalata.23407
Dalata.11788	Dalata.14730
Dalata.11794	Dalata.23397
Dalata.11795	Dalata.14726
Dalata.11797	Dalata.23398
Dalata.11799	Dalata.24772
Dalata.11801	Dalata.23395
Dalata.11802	Dalata.23394
Dalata.11803	Dalata.21388
Dalata.11805	Dalata.23393
Dalata.11819	Dalata.14750
Dalata.11826	Dalata.23360
Dalata.11827	Dalata.23361
Dalata.11831	Dalata.23365
Dalata.11835	Dalata.23367
Dalata.11838	Dalata.23370
Dalata.11843	Dalata.14751
Dalata.11848	Dalata.23355
Dalata.11849	Dalata.23353
Dalata.11850	Dalata.23349
Dalata.11853	Dalata.23346
Dalata.11865	Dalata.14790
Dalata.11867	Dalata.16883
Dalata.11871	Dalata.14771
Dalata.11873	Dalata.23333
Dalata.11874	Dalata.23332
Dalata.11880	Dalata.21885
Dalata.11882	Dalata.21886
Dalata.11884	Dalata.21887
Dalata.11885	Dalata.21891
Dalata.11888	Dalata.21894
Dalata.11891	Dalata.14801
Dalata.11894	Dalata.21897
Dalata.11896	Dalata.21899
Dalata.11898	Dalata.21904
Dalata.11902	Dalata.21908
Dalata.11903	Dalata.21910
Dalata.11906	Dalata.21912
Dalata.11907	Dalata.21913
Dalata.11908	Dalata.21914
Dalata.11909	Dalata.21916
Dalata.11916	Dalata.21926
Dalata.11917	Dalata.14846
Dalata.11919	Dalata.21798
Dalata.11922	Dalata.21942
Dalata.11928	Dalata.14874
Dalata.11929	Dalata.14875
Dalata.11933	Dalata.21979
Dalata.11939	Dalata.21968
Dalata.11943	Dalata.14928
Dalata.11956	Dalata.21998
Dalata.11961	Dalata.22005
Dalata.11967	Dalata.12694
Dalata.11970	Dalata.22012
Dalata.11972	Dalata.22010
Dalata.11973	Dalata.22009
Dalata.11978	Dalata.22016
Dalata.11979	Dalata.22017
Dalata.11981	Dalata.22020
Dalata.11984	Dalata.22024
Dalata.11989	Dalata.15010
Dalata.11992	Dalata.22033
Dalata.11994	Dalata.22035
Dalata.11995	Dalata.22038
Dalata.11998	Dalata.22043
Dalata.11999	Dalata.22045
Dalata.12001	Dalata.22047
Dalata.12006	Dalata.13932
Dalata.12014	Dalata.22063
Dalata.12015	Dalata.22064
Dalata.12019	Dalata.22996
Dalata.12023	Dalata.22073
Dalata.12031	Dalata.22082
Dalata.12036	Dalata.22092
Dalata.12039	Dalata.14425
Dalata.12040	Dalata.22098
Dalata.12052	Dalata.23012
Dalata.12059	Dalata.22121
Dalata.12060	Dalata.17589
Dalata.12065	Dalata.22118
Dalata.12068	Dalata.17122
Dalata.12070	Dalata.22116
Dalata.12075	Dalata.22113
Dalata.12077	Dalata.22112
Dalata.12079	Dalata.22103
Dalata.12085	Dalata.15102
Dalata.12088	Dalata.22148
Dalata.12089	Dalata.22144
Dalata.12103	Dalata.22131
Dalata.12115	Dalata.22157
Dalata.12119	Dalata.19449
Dalata.12120	Dalata.19879
Dalata.12121	Dalata.22159
Dalata.12131	Dalata.19482
Dalata.12139	Dalata.16940
Dalata.12170	Dalata.23153
Dalata.12174	Dalata.23151
Dalata.12176	Dalata.16969
Dalata.12179	Dalata.23150
Dalata.12188	Dalata.23145
Dalata.12190	Dalata.23141
Dalata.12195	Dalata.15912
Dalata.12213	Dalata.17004
Dalata.12223	Dalata.17011
Dalata.12249	Dalata.17029
Dalata.12269	Dalata.20899
Dalata.12275	Dalata.17022
Dalata.12331	Dalata.19013
Dalata.12347	Dalata.17054
Dalata.12354	Dalata.24320
Dalata.12413	Dalata.16929
Dalata.12418	Dalata.13468
Dalata.12439	Dalata.17503
Dalata.12457	Dalata.17080
Dalata.12488	Dalata.14099
Dalata.12546	Dalata.23178
Dalata.12584	Dalata.16546
Dalata.12599	Dalata.16840
Dalata.12638	Dalata.16879
Dalata.12641	Dalata.16564
Dalata.12655	Dalata.16860
Dalata.12677	Dalata.20143
Dalata.12715	Dalata.16905
Dalata.12734	Dalata.13231
Dalata.12796	Dalata.17089
Dalata.12807	Dalata.20187
Dalata.12836	Dalata.22649
Dalata.12851	Dalata.16790
Dalata.12852	Dalata.16785
Dalata.12869	Dalata.16757
Dalata.12898	Dalata.13111
Dalata.12906	Dalata.13452
Dalata.12917	Dalata.16729
Dalata.12918	Dalata.13586
Dalata.12929	Dalata.16725
Dalata.12933	Dalata.16722
Dalata.12943	Dalata.16243
Dalata.12990	Dalata.16694
Dalata.13005	Dalata.16657
Dalata.13014	Dalata.16656
Dalata.13018	Dalata.22382
Dalata.13028	Dalata.16646
Dalata.13036	Dalata.16605
Dalata.13084	Dalata.24032
Dalata.13103	Dalata.23094
Dalata.13122	Dalata.24531
Dalata.13123	Dalata.17392
Dalata.13139	Dalata.17415
Dalata.13141	Dalata.17423
Dalata.13154	Dalata.22857
Dalata.13181	Dalata.23032
Dalata.13185	Dalata.23027
Dalata.13186	Dalata.23022
Dalata.13190	Dalata.17289
Dalata.13207	Dalata.23117
Dalata.13221	Dalata.19174
Dalata.13229	Dalata.19196
Dalata.13230	Dalata.19201
Dalata.13250	Dalata.19216
Dalata.13260	Dalata.17642
Dalata.13261	Dalata.19255
Dalata.13276	Dalata.19119
Dalata.13282	Dalata.22972
Dalata.13285	Dalata.17254
Dalata.13307	Dalata.19091
Dalata.13309	Dalata.19093
Dalata.13327	Dalata.18986
Dalata.13333	Dalata.18972
Dalata.13372	Dalata.23078
Dalata.13376	Dalata.18083
Dalata.13384	Dalata.18909
Dalata.13386	Dalata.18901
Dalata.13406	Dalata.21819
Dalata.13408	Dalata.18865
Dalata.13431	Dalata.18857
Dalata.13446	Dalata.21849
Dalata.13448	Dalata.18841
Dalata.13508	Dalata.19145
Dalata.13526	Dalata.16496
Dalata.13530	Dalata.19146
Dalata.13533	Dalata.23738
Dalata.13538	Dalata.16463
Dalata.13541	Dalata.16461
Dalata.13544	Dalata.16449
Dalata.13558	Dalata.23873
Dalata.13573	Dalata.16427
Dalata.13574	Dalata.23949
Dalata.13577	Dalata.13786
Dalata.13581	Dalata.23221
Dalata.13585	Dalata.23225
Dalata.13589	Dalata.23230
Dalata.13601	Dalata.17477
Dalata.13604	Dalata.17493
Dalata.13606	Dalata.17496
Dalata.13613	Dalata.14066
Dalata.13638	Dalata.17338
Dalata.13644	Dalata.16369
Dalata.13649	Dalata.24084
Dalata.13711	Dalata.17237
Dalata.13729	Dalata.16388
Dalata.13754	Dalata.17218
Dalata.13766	Dalata.17202
Dalata.13775	Dalata.22896
Dalata.13781	Dalata.17365
Dalata.13784	Dalata.23041
Dalata.13816	Dalata.17322
Dalata.13819	Dalata.17326
Dalata.13831	Dalata.17167
Dalata.13836	Dalata.17157
Dalata.13837	Dalata.17155
Dalata.13840	Dalata.17154
Dalata.13846	Dalata.17145
Dalata.13851	Dalata.17146
Dalata.13920	Dalata.16260
Dalata.13925	Dalata.22756
Dalata.13926	Dalata.16300
Dalata.13951	Dalata.25089
Dalata.13952	Dalata.16278
Dalata.13964	Dalata.22153
Dalata.14012	Dalata.21564
Dalata.14026	Dalata.16272
Dalata.14041	Dalata.25041
Dalata.14043	Dalata.16159
Dalata.14044	Dalata.16162
Dalata.14067	Dalata.21850
Dalata.14112	Dalata.16112
Dalata.14122	Dalata.16105
Dalata.14123	Dalata.20178
Dalata.14131	Dalata.22563
Dalata.14145	Dalata.24492
Dalata.14174	Dalata.24088
Dalata.14229	Dalata.24167
Dalata.14237	Dalata.24006
Dalata.14244	Dalata.20627
Dalata.14261	Dalata.21040
Dalata.14266	Dalata.23982
Dalata.14275	Dalata.23971
Dalata.14359	Dalata.23483
Dalata.14393	Dalata.18883
Dalata.14397	Dalata.23509
Dalata.14435	Dalata.23835
Dalata.14465	Dalata.22163
Dalata.14507	Dalata.21477
Dalata.14508	Dalata.24438
Dalata.14522	Dalata.23848
Dalata.14532	Dalata.24071
Dalata.14547	Dalata.23901
Dalata.14552	Dalata.23961
Dalata.14553	Dalata.17974
Dalata.14610	Dalata.23862
Dalata.14624	Dalata.15502
Dalata.14674	Dalata.23316
Dalata.14713	Dalata.23440
Dalata.14714	Dalata.18973
Dalata.14720	Dalata.23412
Dalata.14729	Dalata.23168
Dalata.14744	Dalata.23389
Dalata.14753	Dalata.23374
Dalata.14756	Dalata.23373
Dalata.14813	Dalata.18980
Dalata.14814	Dalata.18712
Dalata.14828	Dalata.21911
Dalata.14832	Dalata.21915
Dalata.14838	Dalata.21919
Dalata.14841	Dalata.21922
Dalata.14847	Dalata.21938
Dalata.14857	Dalata.21944
Dalata.14860	Dalata.22211
Dalata.14862	Dalata.20171
Dalata.14892	Dalata.21970
Dalata.14913	Dalata.21995
Dalata.14919	Dalata.16202
Dalata.14927	Dalata.21986
Dalata.14929	Dalata.21952
Dalata.14942	Dalata.22000
Dalata.14948	Dalata.22004
Dalata.14949	Dalata.22008
Dalata.15000	Dalata.22797
Dalata.15019	Dalata.18939
Dalata.15040	Dalata.22091
Dalata.15066	Dalata.22095
Dalata.15075	Dalata.22912
Dalata.15094	Dalata.22133
Dalata.15099	Dalata.22147
Dalata.15112	Dalata.24810
Dalata.15115	Dalata.17787
Dalata.15119	Dalata.17784
Dalata.15123	Dalata.17789
Dalata.15132	Dalata.17826
Dalata.15135	Dalata.17825
Dalata.15212	Dalata.17855
Dalata.15222	Dalata.17859
Dalata.15232	Dalata.17553
Dalata.15259	Dalata.22282
Dalata.15264	Dalata.17588
Dalata.15265	Dalata.17587
Dalata.15266	Dalata.22275
Dalata.15267	Dalata.22272
Dalata.15277	Dalata.17567
Dalata.15292	Dalata.22284
Dalata.15294	Dalata.22287
Dalata.15325	Dalata.22329
Dalata.15331	Dalata.17629
Dalata.15333	Dalata.22338
Dalata.15336	Dalata.17630
Dalata.15338	Dalata.17632
Dalata.15339	Dalata.22342
Dalata.15347	Dalata.17647
Dalata.15358	Dalata.16991
Dalata.15360	Dalata.17653
Dalata.15363	Dalata.23280
Dalata.15372	Dalata.23284
Dalata.15374	Dalata.23285
Dalata.15377	Dalata.23286
Dalata.15378	Dalata.23287
Dalata.15382	Dalata.22505
Dalata.15384	Dalata.24839
Dalata.15389	Dalata.22380
Dalata.15392	Dalata.22377
Dalata.15398	Dalata.17672
Dalata.15400	Dalata.22372
Dalata.15402	Dalata.17669
Dalata.15410	Dalata.22354
Dalata.15411	Dalata.22352
Dalata.15413	Dalata.22351
Dalata.15415	Dalata.17659
Dalata.15416	Dalata.22347
Dalata.15418	Dalata.23278
Dalata.15424	Dalata.23277
Dalata.15427	Dalata.23274
Dalata.15430	Dalata.23263
Dalata.15431	Dalata.23265
Dalata.15433	Dalata.23266
Dalata.15434	Dalata.23267
Dalata.15440	Dalata.23269
Dalata.15447	Dalata.23259
Dalata.15448	Dalata.23258
Dalata.15449	Dalata.23255
Dalata.15450	Dalata.18337
Dalata.15452	Dalata.23254
Dalata.15453	Dalata.23252
Dalata.15454	Dalata.18335
Dalata.15456	Dalata.23246
Dalata.15459	Dalata.23244
Dalata.15469	Dalata.17519
Dalata.15473	Dalata.23236
Dalata.15475	Dalata.23233
Dalata.15477	Dalata.23232
Dalata.15485	Dalata.17510
Dalata.15494	Dalata.17502
Dalata.15495	Dalata.23184
Dalata.15508	Dalata.23188
Dalata.15517	Dalata.23204
Dalata.15518	Dalata.23203
Dalata.15519	Dalata.23202
Dalata.15520	Dalata.23198
Dalata.15538	Dalata.23196
Dalata.15543	Dalata.23209
Dalata.15544	Dalata.18347
Dalata.15546	Dalata.16839
Dalata.15553	Dalata.23211
Dalata.15560	Dalata.23213
Dalata.15562	Dalata.24689
Dalata.15565	Dalata.24688
Dalata.15574	Dalata.18374
Dalata.15590	Dalata.18383
Dalata.15598	Dalata.16011
Dalata.15604	Dalata.18384
Dalata.15617	Dalata.15691
Dalata.15625	Dalata.18304
Dalata.15680	Dalata.18336
Dalata.15695	Dalata.22268
Dalata.15700	Dalata.15957
Dalata.15704	Dalata.22780
Dalata.15711	Dalata.16251
Dalata.15713	Dalata.22829
Dalata.15878	Dalata.22249
Dalata.15881	Dalata.22252
Dalata.15893	Dalata.18051
Dalata.15895	Dalata.22259
Dalata.15906	Dalata.22234
Dalata.15909	Dalata.18124
Dalata.15917	Dalata.22231
Dalata.15919	Dalata.22847
Dalata.15920	Dalata.18429
Dalata.15933	Dalata.18464
Dalata.15941	Dalata.20002
Dalata.15945	Dalata.22224
Dalata.15949	Dalata.18158
Dalata.15955	Dalata.22762
Dalata.15970	Dalata.22865
Dalata.16007	Dalata.22874
Dalata.16015	Dalata.18201
Dalata.16017	Dalata.18209
Dalata.16019	Dalata.16157
Dalata.16022	Dalata.18219
Dalata.16027	Dalata.18236
Dalata.16031	Dalata.20728
Dalata.16041	Dalata.22832
Dalata.16046	Dalata.22835
Dalata.16048	Dalata.22840
Dalata.16115	Dalata.23580
Dalata.16119	Dalata.22011
Dalata.16219	Dalata.22570
Dalata.16247	Dalata.18400
Dalata.16330	Dalata.25025
Dalata.16355	Dalata.18851
Dalata.16360	Dalata.18170
Dalata.16378	Dalata.19223
Dalata.16383	Dalata.22961
Dalata.16385	Dalata.16782
Dalata.16394	Dalata.16545
Dalata.16425	Dalata.22883
Dalata.16426	Dalata.22882
Dalata.16437	Dalata.22877
Dalata.16440	Dalata.21981
Dalata.16445	Dalata.22775
Dalata.16454	Dalata.22861
Dalata.16460	Dalata.22779
Dalata.16462	Dalata.22771
Dalata.16472	Dalata.20283
Dalata.16483	Dalata.17945
Dalata.16528	Dalata.23082
Dalata.16529	Dalata.23081
Dalata.16636	Dalata.22739
Dalata.16664	Dalata.22406
Dalata.16689	Dalata.19310
Dalata.16776	Dalata.24851
Dalata.16891	Dalata.23290
Dalata.16902	Dalata.23045
Dalata.16909	Dalata.17875
Dalata.16919	Dalata.23789
Dalata.16959	Dalata.23166
Dalata.16960	Dalata.23163
Dalata.16966	Dalata.23161
Dalata.16967	Dalata.23159
Dalata.16974	Dalata.23144
Dalata.16976	Dalata.23142
Dalata.16977	Dalata.23140
Dalata.16984	Dalata.23134
Dalata.16989	Dalata.23086
Dalata.16990	Dalata.23087
Dalata.17144	Dalata.22539
Dalata.17156	Dalata.20910
Dalata.17170	Dalata.23177
Dalata.17197	Dalata.22893
Dalata.17201	Dalata.22898
Dalata.17207	Dalata.22910
Dalata.17211	Dalata.22911
Dalata.17212	Dalata.21733
Dalata.17224	Dalata.22933
Dalata.17229	Dalata.22948
Dalata.17233	Dalata.22951
Dalata.17239	Dalata.22963
Dalata.17241	Dalata.22964
Dalata.17245	Dalata.22968
Dalata.17258	Dalata.22983
Dalata.17259	Dalata.22986
Dalata.17260	Dalata.22988
Dalata.17262	Dalata.22993
Dalata.17265	Dalata.22998
Dalata.17266	Dalata.23000
Dalata.17267	Dalata.23004
Dalata.17270	Dalata.23006
Dalata.17271	Dalata.23007
Dalata.17279	Dalata.23021
Dalata.17282	Dalata.23025
Dalata.17286	Dalata.23029
Dalata.17304	Dalata.23043
Dalata.17309	Dalata.19654
Dalata.17312	Dalata.23057
Dalata.17315	Dalata.23058
Dalata.17318	Dalata.23063
Dalata.17324	Dalata.23079
Dalata.17332	Dalata.23133
Dalata.17337	Dalata.23128
Dalata.17339	Dalata.23130
Dalata.17345	Dalata.23118
Dalata.17355	Dalata.23108
Dalata.17356	Dalata.23107
Dalata.17358	Dalata.23105
Dalata.17371	Dalata.22849
Dalata.17373	Dalata.23092
Dalata.17389	Dalata.24901
Dalata.17482	Dalata.18622
Dalata.17515	Dalata.23239
Dalata.17520	Dalata.23241
Dalata.17611	Dalata.22317
Dalata.17622	Dalata.22328
Dalata.17623	Dalata.22335
Dalata.17667	Dalata.22369
Dalata.17671	Dalata.22370
Dalata.17673	Dalata.22374
Dalata.17676	Dalata.22378
Dalata.17680	Dalata.23289
Dalata.17733	Dalata.18091
Dalata.17797	Dalata.19615
Dalata.17831	Dalata.24549
Dalata.17843	Dalata.18362
Dalata.17884	Dalata.23623
Dalata.17909	Dalata.24153
Dalata.17928	Dalata.21580
Dalata.17937	Dalata.23599
Dalata.17950	Dalata.23546
Dalata.17996	Dalata.23647
Dalata.18007	Dalata.20400
Dalata.18030	Dalata.25170
Dalata.18039	Dalata.22267
Dalata.18075	Dalata.18115
Dalata.18109	Dalata.22240
Dalata.18148	Dalata.22757
Dalata.18175	Dalata.22863
Dalata.18181	Dalata.22781
Dalata.18211	Dalata.18781
Dalata.18213	Dalata.22250
Dalata.18217	Dalata.22795
