Dalata.126	Ddumetorum.20355
Dalata.21773	Ddumetorum.10442
Dalata.21778	Ddumetorum.10444
Dalata.21779	Ddumetorum.10445
Dalata.21780	Ddumetorum.10446
Dalata.21781	Ddumetorum.10447
Dalata.21782	Ddumetorum.10448
Dalata.21783	Ddumetorum.10449
Dalata.21784	Ddumetorum.10450
Dalata.21786	Ddumetorum.10451
Dalata.21788	Ddumetorum.10452
Dalata.21789	Ddumetorum.10453
Dalata.21790	Ddumetorum.10454
Dalata.21791	Ddumetorum.10455
Dalata.21792	Ddumetorum.10456
Dalata.21793	Ddumetorum.10457
Dalata.21794	Ddumetorum.10458
Dalata.21795	Ddumetorum.10459
Dalata.21796	Ddumetorum.10460
Dalata.21797	Ddumetorum.10461
Dalata.21798	Ddumetorum.10462
Dalata.21799	Ddumetorum.10463
Dalata.21802	Ddumetorum.10464
Dalata.21803	Ddumetorum.10465
Dalata.21804	Ddumetorum.10466
Dalata.21805	Ddumetorum.10467
Dalata.21807	Ddumetorum.10468
Dalata.21808	Ddumetorum.10469
Dalata.21810	Ddumetorum.10470
Dalata.21811	Ddumetorum.10471
Dalata.21812	Ddumetorum.10472
Dalata.21813	Ddumetorum.10473
Dalata.21815	Ddumetorum.10474
Dalata.21816	Ddumetorum.10475
Dalata.21817	Ddumetorum.10476
Dalata.21818	Ddumetorum.10477
Dalata.21819	Ddumetorum.10479
Dalata.21820	Ddumetorum.10480
Dalata.21821	Ddumetorum.10481
Dalata.21822	Ddumetorum.10482
Dalata.21823	Ddumetorum.10483
Dalata.21825	Ddumetorum.10484
Dalata.21826	Ddumetorum.10485
Dalata.21827	Ddumetorum.10486
Dalata.21828	Ddumetorum.10487
Dalata.21829	Ddumetorum.10488
Dalata.21830	Ddumetorum.10489
Dalata.21831	Ddumetorum.10490
Dalata.21832	Ddumetorum.10491
Dalata.21834	Ddumetorum.10493
Dalata.21835	Ddumetorum.10494
Dalata.21836	Ddumetorum.10495
Dalata.21837	Ddumetorum.10496
Dalata.21839	Ddumetorum.10497
Dalata.21840	Ddumetorum.10498
Dalata.21841	Ddumetorum.10499
Dalata.21842	Ddumetorum.10500
Dalata.21843	Ddumetorum.10501
Dalata.21844	Ddumetorum.10502
Dalata.21845	Ddumetorum.10503
Dalata.21847	Ddumetorum.10504
Dalata.21848	Ddumetorum.10505
Dalata.21853	Ddumetorum.10506
Dalata.21857	Ddumetorum.10507
Dalata.21858	Ddumetorum.10508
Dalata.21859	Ddumetorum.10509
Dalata.21860	Ddumetorum.10510
Dalata.21868	Ddumetorum.10513
Dalata.21870	Ddumetorum.10514
Dalata.21871	Ddumetorum.10515
Dalata.21872	Ddumetorum.10516
Dalata.21873	Ddumetorum.10517
Dalata.21875	Ddumetorum.10518
Dalata.21876	Ddumetorum.10519
Dalata.21877	Ddumetorum.10520
Dalata.21878	Ddumetorum.10521
Dalata.21882	Ddumetorum.10522
Dalata.21883	Ddumetorum.10523
Dalata.21885	Ddumetorum.10524
Dalata.21887	Ddumetorum.10526
Dalata.21888	Ddumetorum.10527
Dalata.21889	Ddumetorum.10528
Dalata.21891	Ddumetorum.10529
Dalata.21892	Ddumetorum.10530
Dalata.21893	Ddumetorum.10531
Dalata.21894	Ddumetorum.10532
Dalata.21895	Ddumetorum.10533
Dalata.21896	Ddumetorum.10534
Dalata.21897	Ddumetorum.10535
Dalata.21898	Ddumetorum.10537
Dalata.21899	Ddumetorum.10538
Dalata.21900	Ddumetorum.10539
Dalata.21902	Ddumetorum.10540
Dalata.21905	Ddumetorum.10542
Dalata.21907	Ddumetorum.10544
Dalata.21909	Ddumetorum.10546
Dalata.21910	Ddumetorum.10547
Dalata.21911	Ddumetorum.10548
Dalata.21912	Ddumetorum.10549
Dalata.21913	Ddumetorum.10550
Dalata.21915	Ddumetorum.10551
Dalata.21916	Ddumetorum.10552
Dalata.21917	Ddumetorum.10554
Dalata.21919	Ddumetorum.10555
Dalata.21921	Ddumetorum.10556
Dalata.21922	Ddumetorum.10559
Dalata.21923	Ddumetorum.10558
Dalata.21927	Ddumetorum.10564
Dalata.21928	Ddumetorum.10566
Dalata.21929	Ddumetorum.10567
Dalata.21933	Ddumetorum.10565
Dalata.21935	Ddumetorum.10567
Dalata.21936	Ddumetorum.10568
Dalata.21937	Ddumetorum.10569
Dalata.21938	Ddumetorum.10570
Dalata.21939	Ddumetorum.10571
Dalata.21940	Ddumetorum.10572
Dalata.21941	Ddumetorum.10573
Dalata.21942	Ddumetorum.10574
Dalata.21943	Ddumetorum.10575
Dalata.21944	Ddumetorum.10576
Dalata.21947	Ddumetorum.10578
Dalata.21949	Ddumetorum.10580
Dalata.21950	Ddumetorum.10581
Dalata.21953	Ddumetorum.10582
Dalata.21954	Ddumetorum.10583
Dalata.21957	Ddumetorum.10586
Dalata.21958	Ddumetorum.10587
Dalata.21961	Ddumetorum.10584
Dalata.21962	Ddumetorum.10585
Dalata.21966	Ddumetorum.10588
Dalata.21967	Ddumetorum.10589
Dalata.21968	Ddumetorum.10590
Dalata.21969	Ddumetorum.10591
Dalata.21970	Ddumetorum.10592
Dalata.21971	Ddumetorum.10593
Dalata.21972	Ddumetorum.10594
Dalata.21973	Ddumetorum.10595
Dalata.21974	Ddumetorum.10596
Dalata.21975	Ddumetorum.10597
Dalata.21976	Ddumetorum.10598
Dalata.21977	Ddumetorum.10599
Dalata.21979	Ddumetorum.10600
Dalata.21981	Ddumetorum.10602
Dalata.21986	Ddumetorum.10603
Dalata.21987	Ddumetorum.10604
Dalata.21988	Ddumetorum.10605
Dalata.21990	Ddumetorum.10607
Dalata.21991	Ddumetorum.10608
Dalata.21993	Ddumetorum.10605
Dalata.21994	Ddumetorum.10606
Dalata.21998	Ddumetorum.10609
Dalata.21999	Ddumetorum.10610
Dalata.22000	Ddumetorum.10611
Dalata.22001	Ddumetorum.10612
Dalata.22002	Ddumetorum.10613
Dalata.22003	Ddumetorum.10614
Dalata.22004	Ddumetorum.10615
Dalata.22005	Ddumetorum.10616
Dalata.22007	Ddumetorum.10617
Dalata.22009	Ddumetorum.10620
Dalata.22011	Ddumetorum.10621
Dalata.22012	Ddumetorum.10623
Dalata.22013	Ddumetorum.10624
Dalata.22014	Ddumetorum.10625
Dalata.22015	Ddumetorum.10626
Dalata.22016	Ddumetorum.10627
Dalata.22017	Ddumetorum.10628
Dalata.22018	Ddumetorum.10629
Dalata.22020	Ddumetorum.10630
Dalata.22021	Ddumetorum.10631
Dalata.22022	Ddumetorum.10632
Dalata.22024	Ddumetorum.10633
Dalata.22026	Ddumetorum.10634
Dalata.22027	Ddumetorum.10635
Dalata.22029	Ddumetorum.10637
Dalata.22032	Ddumetorum.10638
Dalata.22033	Ddumetorum.10639
Dalata.22035	Ddumetorum.10640
Dalata.22036	Ddumetorum.10641
Dalata.22038	Ddumetorum.10642
Dalata.22039	Ddumetorum.10643
Dalata.22041	Ddumetorum.10644
Dalata.22042	Ddumetorum.10645
Dalata.22044	Ddumetorum.10646
Dalata.22045	Ddumetorum.10647
Dalata.22046	Ddumetorum.10648
Dalata.22047	Ddumetorum.10649
Dalata.22052	Ddumetorum.10652
Dalata.22054	Ddumetorum.10654
Dalata.22056	Ddumetorum.10655
Dalata.22065	Ddumetorum.10663
Dalata.22066	Ddumetorum.10664
Dalata.22068	Ddumetorum.10666
Dalata.22069	Ddumetorum.10667
Dalata.22071	Ddumetorum.10668
Dalata.22072	Ddumetorum.10669
Dalata.22074	Ddumetorum.10670
Dalata.22075	Ddumetorum.10671
Dalata.22076	Ddumetorum.10672
Dalata.22077	Ddumetorum.10673
Dalata.22078	Ddumetorum.10675
Dalata.22082	Ddumetorum.10678
Dalata.22083	Ddumetorum.10679
Dalata.22091	Ddumetorum.10685
Dalata.22092	Ddumetorum.10686
Dalata.22093	Ddumetorum.10687
Dalata.22094	Ddumetorum.10688
Dalata.22095	Ddumetorum.10689
Dalata.22096	Ddumetorum.10690
Dalata.22097	Ddumetorum.10691
Dalata.22098	Ddumetorum.10692
Dalata.22100	Ddumetorum.10693
Dalata.22170	Ddumetorum.5
Dalata.22171	Ddumetorum.4
Dalata.22172	Ddumetorum.3
Dalata.22173	Ddumetorum.2
Dalata.22175	Ddumetorum.7
Dalata.22176	Ddumetorum.8
Dalata.22177	Ddumetorum.9
Dalata.22178	Ddumetorum.11
Dalata.22179	Ddumetorum.12
Dalata.22180	Ddumetorum.16
Dalata.22181	Ddumetorum.17
Dalata.22185	Ddumetorum.18
Dalata.22187	Ddumetorum.19
Dalata.22189	Ddumetorum.20
Dalata.22190	Ddumetorum.21
Dalata.22191	Ddumetorum.22
Dalata.22193	Ddumetorum.23
Dalata.22194	Ddumetorum.24
Dalata.22195	Ddumetorum.25
Dalata.22197	Ddumetorum.26
Dalata.22198	Ddumetorum.27
Dalata.22200	Ddumetorum.28
Dalata.22201	Ddumetorum.29
Dalata.22202	Ddumetorum.30
Dalata.22203	Ddumetorum.31
Dalata.22206	Ddumetorum.32
Dalata.22207	Ddumetorum.33
Dalata.22209	Ddumetorum.34
Dalata.22210	Ddumetorum.35
Dalata.22211	Ddumetorum.36
Dalata.22216	Ddumetorum.37
Dalata.22218	Ddumetorum.38
Dalata.22219	Ddumetorum.39
Dalata.22220	Ddumetorum.40
Dalata.22221	Ddumetorum.41
Dalata.22223	Ddumetorum.42
Dalata.22224	Ddumetorum.43
Dalata.22228	Ddumetorum.44
Dalata.22229	Ddumetorum.45
Dalata.22230	Ddumetorum.46
Dalata.22231	Ddumetorum.47
Dalata.22232	Ddumetorum.48
Dalata.22233	Ddumetorum.49
Dalata.22237	Ddumetorum.51
Dalata.22239	Ddumetorum.53
Dalata.22241	Ddumetorum.55
Dalata.22242	Ddumetorum.56
Dalata.22244	Ddumetorum.57
Dalata.22246	Ddumetorum.59
Dalata.22247	Ddumetorum.60
Dalata.22248	Ddumetorum.61
Dalata.22249	Ddumetorum.62
Dalata.22251	Ddumetorum.64
Dalata.22252	Ddumetorum.65
Dalata.22253	Ddumetorum.66
Dalata.22254	Ddumetorum.67
Dalata.22255	Ddumetorum.68
Dalata.22256	Ddumetorum.69
Dalata.22257	Ddumetorum.70
Dalata.22259	Ddumetorum.71
Dalata.22260	Ddumetorum.72
Dalata.22261	Ddumetorum.73
Dalata.22262	Ddumetorum.74
Dalata.22263	Ddumetorum.75
Dalata.22269	Ddumetorum.80
Dalata.22270	Ddumetorum.81
Dalata.22271	Ddumetorum.82
Dalata.22272	Ddumetorum.83
Dalata.22273	Ddumetorum.84
Dalata.22276	Ddumetorum.85
Dalata.22278	Ddumetorum.86
Dalata.22279	Ddumetorum.87
Dalata.22281	Ddumetorum.88
Dalata.22283	Ddumetorum.90
Dalata.22284	Ddumetorum.91
Dalata.22285	Ddumetorum.92
Dalata.22287	Ddumetorum.94
Dalata.22295	Ddumetorum.95
Dalata.22306	Ddumetorum.97
Dalata.22308	Ddumetorum.98
Dalata.22309	Ddumetorum.99
Dalata.22310	Ddumetorum.100
Dalata.22317	Ddumetorum.101
Dalata.22318	Ddumetorum.102
Dalata.22319	Ddumetorum.103
Dalata.22320	Ddumetorum.104
Dalata.22321	Ddumetorum.105
Dalata.22322	Ddumetorum.106
Dalata.22323	Ddumetorum.108
Dalata.22324	Ddumetorum.109
Dalata.22325	Ddumetorum.110
Dalata.22327	Ddumetorum.111
Dalata.22328	Ddumetorum.112
Dalata.22331	Ddumetorum.113
Dalata.22336	Ddumetorum.114
Dalata.22340	Ddumetorum.118
Dalata.22341	Ddumetorum.119
Dalata.22342	Ddumetorum.120
Dalata.22345	Ddumetorum.121
Dalata.22346	Ddumetorum.122
Dalata.22347	Ddumetorum.123
Dalata.22348	Ddumetorum.124
Dalata.22349	Ddumetorum.125
Dalata.22350	Ddumetorum.126
Dalata.22351	Ddumetorum.127
Dalata.22352	Ddumetorum.128
Dalata.22353	Ddumetorum.129
Dalata.22357	Ddumetorum.130
Dalata.22358	Ddumetorum.132
Dalata.22359	Ddumetorum.133
Dalata.22366	Ddumetorum.134
Dalata.22368	Ddumetorum.135
Dalata.22370	Ddumetorum.137
Dalata.22372	Ddumetorum.138
Dalata.22373	Ddumetorum.139
Dalata.22375	Ddumetorum.140
Dalata.22377	Ddumetorum.141
Dalata.22378	Ddumetorum.142
Dalata.22379	Ddumetorum.143
Dalata.22380	Ddumetorum.144
Dalata.22381	Ddumetorum.146
Dalata.22384	Ddumetorum.147
Dalata.22386	Ddumetorum.148
Dalata.22387	Ddumetorum.149
Dalata.22388	Ddumetorum.150
Dalata.22389	Ddumetorum.152
Dalata.22390	Ddumetorum.153
Dalata.22391	Ddumetorum.154
Dalata.22392	Ddumetorum.155
Dalata.22393	Ddumetorum.156
Dalata.22396	Ddumetorum.158
Dalata.22397	Ddumetorum.159
Dalata.22398	Ddumetorum.160
Dalata.22400	Ddumetorum.161
Dalata.22401	Ddumetorum.162
Dalata.22404	Ddumetorum.164
Dalata.22405	Ddumetorum.165
Dalata.22406	Ddumetorum.166
Dalata.22408	Ddumetorum.167
Dalata.22409	Ddumetorum.168
Dalata.22410	Ddumetorum.169
Dalata.22412	Ddumetorum.170
Dalata.22413	Ddumetorum.171
Dalata.22414	Ddumetorum.172
Dalata.22415	Ddumetorum.173
Dalata.22416	Ddumetorum.174
Dalata.22417	Ddumetorum.175
Dalata.22419	Ddumetorum.177
Dalata.22422	Ddumetorum.178
Dalata.22424	Ddumetorum.179
Dalata.22425	Ddumetorum.180
Dalata.22426	Ddumetorum.181
Dalata.22427	Ddumetorum.182
Dalata.22429	Ddumetorum.183
Dalata.22430	Ddumetorum.184
Dalata.22431	Ddumetorum.185
Dalata.22433	Ddumetorum.186
Dalata.22434	Ddumetorum.187
Dalata.22435	Ddumetorum.188
Dalata.22436	Ddumetorum.189
Dalata.22437	Ddumetorum.190
Dalata.22438	Ddumetorum.191
Dalata.22445	Ddumetorum.192
Dalata.22446	Ddumetorum.193
Dalata.22447	Ddumetorum.194
Dalata.22448	Ddumetorum.195
Dalata.22449	Ddumetorum.196
Dalata.22451	Ddumetorum.197
Dalata.22452	Ddumetorum.198
Dalata.22455	Ddumetorum.200
Dalata.22456	Ddumetorum.201
Dalata.22457	Ddumetorum.204
Dalata.22459	Ddumetorum.205
Dalata.22460	Ddumetorum.206
Dalata.22461	Ddumetorum.207
Dalata.22464	Ddumetorum.208
Dalata.22465	Ddumetorum.209
Dalata.22467	Ddumetorum.210
Dalata.22468	Ddumetorum.213
Dalata.22469	Ddumetorum.214
Dalata.22470	Ddumetorum.215
Dalata.22472	Ddumetorum.216
Dalata.22474	Ddumetorum.217
Dalata.22475	Ddumetorum.218
Dalata.22478	Ddumetorum.219
Dalata.22480	Ddumetorum.220
Dalata.22482	Ddumetorum.221
Dalata.22483	Ddumetorum.222
Dalata.22484	Ddumetorum.223
Dalata.22485	Ddumetorum.224
Dalata.22486	Ddumetorum.225
Dalata.22491	Ddumetorum.226
Dalata.22493	Ddumetorum.227
Dalata.22496	Ddumetorum.228
Dalata.22498	Ddumetorum.229
Dalata.22500	Ddumetorum.230
Dalata.22501	Ddumetorum.231
Dalata.22504	Ddumetorum.232
Dalata.22505	Ddumetorum.233
Dalata.22506	Ddumetorum.234
Dalata.22508	Ddumetorum.235
Dalata.22510	Ddumetorum.236
Dalata.22513	Ddumetorum.237
Dalata.22514	Ddumetorum.238
Dalata.22515	Ddumetorum.239
Dalata.22516	Ddumetorum.240
Dalata.22517	Ddumetorum.241
Dalata.22518	Ddumetorum.242
Dalata.22519	Ddumetorum.243
Dalata.22520	Ddumetorum.244
Dalata.22522	Ddumetorum.245
Dalata.22523	Ddumetorum.246
Dalata.22524	Ddumetorum.247
Dalata.22528	Ddumetorum.249
Dalata.22529	Ddumetorum.250
Dalata.22530	Ddumetorum.253
Dalata.22532	Ddumetorum.251
Dalata.22533	Ddumetorum.252
Dalata.22535	Ddumetorum.254
Dalata.22536	Ddumetorum.255
Dalata.22541	Ddumetorum.256
Dalata.22543	Ddumetorum.257
Dalata.22544	Ddumetorum.258
Dalata.22545	Ddumetorum.259
Dalata.22550	Ddumetorum.260
Dalata.22551	Ddumetorum.261
Dalata.22552	Ddumetorum.262
Dalata.22553	Ddumetorum.263
Dalata.22554	Ddumetorum.265
Dalata.22556	Ddumetorum.269
Dalata.22559	Ddumetorum.270
Dalata.22562	Ddumetorum.271
Dalata.22563	Ddumetorum.273
Dalata.22564	Ddumetorum.274
Dalata.22565	Ddumetorum.275
Dalata.22566	Ddumetorum.276
Dalata.22567	Ddumetorum.277
Dalata.22568	Ddumetorum.278
Dalata.22570	Ddumetorum.279
Dalata.22571	Ddumetorum.280
Dalata.22572	Ddumetorum.281
Dalata.22573	Ddumetorum.282
Dalata.22576	Ddumetorum.285
Dalata.22577	Ddumetorum.287
Dalata.22578	Ddumetorum.290
Dalata.22585	Ddumetorum.298
Dalata.22586	Ddumetorum.295
Dalata.22589	Ddumetorum.302
Dalata.22591	Ddumetorum.306
Dalata.22592	Ddumetorum.307
Dalata.22593	Ddumetorum.308
Dalata.22595	Ddumetorum.309
Dalata.22597	Ddumetorum.310
Dalata.22600	Ddumetorum.315
Dalata.22602	Ddumetorum.317
Dalata.22603	Ddumetorum.318
Dalata.22604	Ddumetorum.319
Dalata.22608	Ddumetorum.322
Dalata.22610	Ddumetorum.327
Dalata.22611	Ddumetorum.328
Dalata.22612	Ddumetorum.329
Dalata.22614	Ddumetorum.330
Dalata.22618	Ddumetorum.331
Dalata.22624	Ddumetorum.334
Dalata.22625	Ddumetorum.335
Dalata.22627	Ddumetorum.338
Dalata.22628	Ddumetorum.339
Dalata.22629	Ddumetorum.340
Dalata.22633	Ddumetorum.341
Dalata.22635	Ddumetorum.342
Dalata.22636	Ddumetorum.343
Dalata.22640	Ddumetorum.344
Dalata.22641	Ddumetorum.345
Dalata.22642	Ddumetorum.346
Dalata.22643	Ddumetorum.347
Dalata.22644	Ddumetorum.348
Dalata.22645	Ddumetorum.349
Dalata.22646	Ddumetorum.351
Dalata.22647	Ddumetorum.352
Dalata.22649	Ddumetorum.354
Dalata.22650	Ddumetorum.355
Dalata.22651	Ddumetorum.356
Dalata.22654	Ddumetorum.359
Dalata.22663	Ddumetorum.362
Dalata.22664	Ddumetorum.363
Dalata.22665	Ddumetorum.364
Dalata.22668	Ddumetorum.366
Dalata.22669	Ddumetorum.367
Dalata.22670	Ddumetorum.368
Dalata.22671	Ddumetorum.369
Dalata.22673	Ddumetorum.371
Dalata.22675	Ddumetorum.372
Dalata.22676	Ddumetorum.373
Dalata.22677	Ddumetorum.374
Dalata.22678	Ddumetorum.375
Dalata.22679	Ddumetorum.376
Dalata.22688	Ddumetorum.378
Dalata.22689	Ddumetorum.380
Dalata.22690	Ddumetorum.381
Dalata.22692	Ddumetorum.382
Dalata.22693	Ddumetorum.384
Dalata.22694	Ddumetorum.387
Dalata.22695	Ddumetorum.388
Dalata.22699	Ddumetorum.389
Dalata.22700	Ddumetorum.390
Dalata.22702	Ddumetorum.392
Dalata.22703	Ddumetorum.393
Dalata.22705	Ddumetorum.398
Dalata.22706	Ddumetorum.399
Dalata.22707	Ddumetorum.400
Dalata.22708	Ddumetorum.403
Dalata.22709	Ddumetorum.404
Dalata.22710	Ddumetorum.405
Dalata.22711	Ddumetorum.406
Dalata.22712	Ddumetorum.407
Dalata.22713	Ddumetorum.408
Dalata.22715	Ddumetorum.409
Dalata.22716	Ddumetorum.410
Dalata.22717	Ddumetorum.411
Dalata.22718	Ddumetorum.412
Dalata.22719	Ddumetorum.413
Dalata.22722	Ddumetorum.414
Dalata.22724	Ddumetorum.415
Dalata.22725	Ddumetorum.417
Dalata.22733	Ddumetorum.421
Dalata.22736	Ddumetorum.422
Dalata.22738	Ddumetorum.423
Dalata.22739	Ddumetorum.424
Dalata.22740	Ddumetorum.425
Dalata.22741	Ddumetorum.426
Dalata.22742	Ddumetorum.427
Dalata.22743	Ddumetorum.428
Dalata.22744	Ddumetorum.429
Dalata.22746	Ddumetorum.432
Dalata.22747	Ddumetorum.433
Dalata.22748	Ddumetorum.435
Dalata.22752	Ddumetorum.439
Dalata.22753	Ddumetorum.440
Dalata.22754	Ddumetorum.441
Dalata.22755	Ddumetorum.442
Dalata.22756	Ddumetorum.445
Dalata.22757	Ddumetorum.446
Dalata.22759	Ddumetorum.447
Dalata.22761	Ddumetorum.448
Dalata.22781	Ddumetorum.466
Dalata.22785	Ddumetorum.467
Dalata.22786	Ddumetorum.468
Dalata.22787	Ddumetorum.469
Dalata.22788	Ddumetorum.470
Dalata.22789	Ddumetorum.471
Dalata.22790	Ddumetorum.474
Dalata.22793	Ddumetorum.476
Dalata.22794	Ddumetorum.477
Dalata.22795	Ddumetorum.479
Dalata.22797	Ddumetorum.480
Dalata.22800	Ddumetorum.489
Dalata.22801	Ddumetorum.490
Dalata.22802	Ddumetorum.491
Dalata.22805	Ddumetorum.493
Dalata.22808	Ddumetorum.501
Dalata.22809	Ddumetorum.502
Dalata.22810	Ddumetorum.503
Dalata.22811	Ddumetorum.504
Dalata.22813	Ddumetorum.505
Dalata.22816	Ddumetorum.515
Dalata.22817	Ddumetorum.518
Dalata.22819	Ddumetorum.517
Dalata.22820	Ddumetorum.519
Dalata.22823	Ddumetorum.520
Dalata.22829	Ddumetorum.632
Dalata.22832	Ddumetorum.523
Dalata.22833	Ddumetorum.524
Dalata.22834	Ddumetorum.525
Dalata.22835	Ddumetorum.527
Dalata.22836	Ddumetorum.528
Dalata.22838	Ddumetorum.530
Dalata.22839	Ddumetorum.535
Dalata.22841	Ddumetorum.544
Dalata.22842	Ddumetorum.550
Dalata.22843	Ddumetorum.557
Dalata.22845	Ddumetorum.566
Dalata.22846	Ddumetorum.569
Dalata.22847	Ddumetorum.576
Dalata.22849	Ddumetorum.602
Dalata.22850	Ddumetorum.601
Dalata.22851	Ddumetorum.599
Dalata.22855	Ddumetorum.591
Dalata.22857	Ddumetorum.705
Dalata.22859	Ddumetorum.712
Dalata.22877	Ddumetorum.701
Dalata.22879	Ddumetorum.700
Dalata.22880	Ddumetorum.695
Dalata.22881	Ddumetorum.694
Dalata.22883	Ddumetorum.691
Dalata.22884	Ddumetorum.689
Dalata.22885	Ddumetorum.687
Dalata.22888	Ddumetorum.686
Dalata.22889	Ddumetorum.686
Dalata.22891	Ddumetorum.682
Dalata.22892	Ddumetorum.677
Dalata.22893	Ddumetorum.718
Dalata.22895	Ddumetorum.720
Dalata.22896	Ddumetorum.721
Dalata.22897	Ddumetorum.723
Dalata.22898	Ddumetorum.726
Dalata.22899	Ddumetorum.728
Dalata.22902	Ddumetorum.730
Dalata.22907	Ddumetorum.733
Dalata.22908	Ddumetorum.736
Dalata.22912	Ddumetorum.739
Dalata.22914	Ddumetorum.741
Dalata.22915	Ddumetorum.747
Dalata.22917	Ddumetorum.748
Dalata.22919	Ddumetorum.750
Dalata.22920	Ddumetorum.751
Dalata.22922	Ddumetorum.752
Dalata.22931	Ddumetorum.753
Dalata.22932	Ddumetorum.754
Dalata.22933	Ddumetorum.755
Dalata.22934	Ddumetorum.759
Dalata.22935	Ddumetorum.761
Dalata.22937	Ddumetorum.762
Dalata.22940	Ddumetorum.767
Dalata.22942	Ddumetorum.768
Dalata.22944	Ddumetorum.770
Dalata.22947	Ddumetorum.776
Dalata.22949	Ddumetorum.779
Dalata.22950	Ddumetorum.780
Dalata.22952	Ddumetorum.783
Dalata.22953	Ddumetorum.784
Dalata.22954	Ddumetorum.785
Dalata.22957	Ddumetorum.790
Dalata.22960	Ddumetorum.796
Dalata.22961	Ddumetorum.798
Dalata.22964	Ddumetorum.800
Dalata.22965	Ddumetorum.802
Dalata.22966	Ddumetorum.804
Dalata.22967	Ddumetorum.805
Dalata.22968	Ddumetorum.806
Dalata.22969	Ddumetorum.807
Dalata.22970	Ddumetorum.808
Dalata.22971	Ddumetorum.809
Dalata.22972	Ddumetorum.810
Dalata.22979	Ddumetorum.812
Dalata.22980	Ddumetorum.813
Dalata.22982	Ddumetorum.814
Dalata.22983	Ddumetorum.815
Dalata.22985	Ddumetorum.816
Dalata.22986	Ddumetorum.817
Dalata.22989	Ddumetorum.818
Dalata.22990	Ddumetorum.819
Dalata.22991	Ddumetorum.820
Dalata.22994	Ddumetorum.824
Dalata.22998	Ddumetorum.828
Dalata.22999	Ddumetorum.829
Dalata.23003	Ddumetorum.832
Dalata.23004	Ddumetorum.834
Dalata.23011	Ddumetorum.842
Dalata.23012	Ddumetorum.843
Dalata.23013	Ddumetorum.844
Dalata.23016	Ddumetorum.848
Dalata.23021	Ddumetorum.850
Dalata.23024	Ddumetorum.851
Dalata.23025	Ddumetorum.855
Dalata.23026	Ddumetorum.856
Dalata.23027	Ddumetorum.857
Dalata.23028	Ddumetorum.858
Dalata.23029	Ddumetorum.859
Dalata.23031	Ddumetorum.860
Dalata.23033	Ddumetorum.861
Dalata.23034	Ddumetorum.862
Dalata.23035	Ddumetorum.863
Dalata.23036	Ddumetorum.865
Dalata.23037	Ddumetorum.866
Dalata.23038	Ddumetorum.867
Dalata.23042	Ddumetorum.868
Dalata.23045	Ddumetorum.870
Dalata.23047	Ddumetorum.871
Dalata.23048	Ddumetorum.872
Dalata.23049	Ddumetorum.873
Dalata.23050	Ddumetorum.874
Dalata.23053	Ddumetorum.875
Dalata.23055	Ddumetorum.877
Dalata.23060	Ddumetorum.880
Dalata.23062	Ddumetorum.881
Dalata.23063	Ddumetorum.882
Dalata.23065	Ddumetorum.884
Dalata.23067	Ddumetorum.885
Dalata.23068	Ddumetorum.886
Dalata.23069	Ddumetorum.887
Dalata.23072	Ddumetorum.888
Dalata.23073	Ddumetorum.889
Dalata.23074	Ddumetorum.890
Dalata.23075	Ddumetorum.891
Dalata.23076	Ddumetorum.892
Dalata.23077	Ddumetorum.894
Dalata.23078	Ddumetorum.895
Dalata.23079	Ddumetorum.896
Dalata.23086	Ddumetorum.898
Dalata.23087	Ddumetorum.900
Dalata.23088	Ddumetorum.901
Dalata.23089	Ddumetorum.902
Dalata.23090	Ddumetorum.903
Dalata.23091	Ddumetorum.904
Dalata.23092	Ddumetorum.905
Dalata.23093	Ddumetorum.906
Dalata.23094	Ddumetorum.907
Dalata.23098	Ddumetorum.910
Dalata.23100	Ddumetorum.911
Dalata.23104	Ddumetorum.916
Dalata.23105	Ddumetorum.917
Dalata.23106	Ddumetorum.918
Dalata.23107	Ddumetorum.919
Dalata.23109	Ddumetorum.920
Dalata.23110	Ddumetorum.921
Dalata.23111	Ddumetorum.922
Dalata.23112	Ddumetorum.923
Dalata.23115	Ddumetorum.926
Dalata.23117	Ddumetorum.927
Dalata.23118	Ddumetorum.928
Dalata.23120	Ddumetorum.929
Dalata.23122	Ddumetorum.930
Dalata.23124	Ddumetorum.931
Dalata.23125	Ddumetorum.932
Dalata.23128	Ddumetorum.934
Dalata.23129	Ddumetorum.935
Dalata.23130	Ddumetorum.936
Dalata.23131	Ddumetorum.937
Dalata.23132	Ddumetorum.938
Dalata.23133	Ddumetorum.939
Dalata.23134	Ddumetorum.942
Dalata.23135	Ddumetorum.943
Dalata.23136	Ddumetorum.944
Dalata.23137	Ddumetorum.945
Dalata.23138	Ddumetorum.941
Dalata.23139	Ddumetorum.949
Dalata.23141	Ddumetorum.951
Dalata.23142	Ddumetorum.952
Dalata.23143	Ddumetorum.953
Dalata.23144	Ddumetorum.954
Dalata.23145	Ddumetorum.955
Dalata.23146	Ddumetorum.956
Dalata.23148	Ddumetorum.957
Dalata.23150	Ddumetorum.959
Dalata.23151	Ddumetorum.960
Dalata.23154	Ddumetorum.961
Dalata.23155	Ddumetorum.962
Dalata.23157	Ddumetorum.963
Dalata.23158	Ddumetorum.964
Dalata.23159	Ddumetorum.965
Dalata.23161	Ddumetorum.966
Dalata.23162	Ddumetorum.967
Dalata.23163	Ddumetorum.968
