Dalata.186	Acomosus.7749
Dalata.10224	Acomosus.2526
Dalata.10229	Acomosus.2523
Dalata.10232	Acomosus.2521
Dalata.10244	Acomosus.2515
Dalata.10245	Acomosus.2513
Dalata.10266	Acomosus.2498
Dalata.10268	Acomosus.2493
Dalata.10271	Acomosus.2488
Dalata.10275	Acomosus.2485
Dalata.10277	Acomosus.2483
Dalata.10281	Acomosus.2479
Dalata.10242	Acomosus.2389
Dalata.10290	Acomosus.2397
Dalata.10292	Acomosus.2398
Dalata.10311	Acomosus.2406
Dalata.10312	Acomosus.2408
Dalata.10316	Acomosus.2405
Dalata.10328	Acomosus.2415
Dalata.10341	Acomosus.2417
Dalata.10346	Acomosus.2422
Dalata.10349	Acomosus.2424
Dalata.10366	Acomosus.2428
Dalata.10385	Acomosus.2438
Dalata.10408	Acomosus.2378
Dalata.10410	Acomosus.2379
Dalata.10411	Acomosus.2382
Dalata.10425	Acomosus.2400
Dalata.10427	Acomosus.2401
Dalata.10440	Acomosus.2387
Dalata.10445	Acomosus.2384
Dalata.10453	Acomosus.1564
Dalata.10456	Acomosus.1565
Dalata.10460	Acomosus.1571
Dalata.10463	Acomosus.1573
Dalata.10465	Acomosus.1574
Dalata.10473	Acomosus.1575
Dalata.10477	Acomosus.1577
Dalata.10484	Acomosus.1585
Dalata.10486	Acomosus.1595
Dalata.10487	Acomosus.1596
Dalata.10495	Acomosus.1604
Dalata.10496	Acomosus.1605
Dalata.10497	Acomosus.1606
Dalata.10498	Acomosus.1608
Dalata.10501	Acomosus.1610
Dalata.10505	Acomosus.1611
Dalata.10506	Acomosus.1612
Dalata.10509	Acomosus.1617
Dalata.10511	Acomosus.1619
Dalata.10512	Acomosus.1620
Dalata.10515	Acomosus.1635
Dalata.10583	Acomosus.1670
Dalata.10599	Acomosus.1688
Dalata.10606	Acomosus.1691
Dalata.10615	Acomosus.1699
Dalata.10625	Acomosus.1706
Dalata.10627	Acomosus.1710
Dalata.10640	Acomosus.1718
Dalata.10644	Acomosus.1723
Dalata.10648	Acomosus.1727
Dalata.10651	Acomosus.1728
Dalata.10652	Acomosus.1729
Dalata.10653	Acomosus.1730
Dalata.10662	Acomosus.1741
Dalata.10664	Acomosus.1742
Dalata.10672	Acomosus.1747
Dalata.10674	Acomosus.1750
Dalata.10678	Acomosus.1752
Dalata.10679	Acomosus.1753
Dalata.10680	Acomosus.1755
Dalata.10687	Acomosus.1764
Dalata.10695	Acomosus.1774
Dalata.10698	Acomosus.1776
Dalata.10703	Acomosus.1778
Dalata.10704	Acomosus.1781
Dalata.10711	Acomosus.1784
Dalata.10732	Acomosus.1813
Dalata.10736	Acomosus.1812
Dalata.10752	Acomosus.1834
Dalata.9606	Acomosus.4097
Dalata.9628	Acomosus.4103
Dalata.9639	Acomosus.4105
Dalata.9641	Acomosus.4106
Dalata.9645	Acomosus.4108
Dalata.10001	Acomosus.6964
Dalata.10002	Acomosus.6962
Dalata.10005	Acomosus.6959
Dalata.10006	Acomosus.6957
Dalata.10014	Acomosus.6947
Dalata.10027	Acomosus.6935
Dalata.10030	Acomosus.6938
Dalata.10045	Acomosus.6931
Dalata.10056	Acomosus.6923
Dalata.10072	Acomosus.6913
Dalata.10073	Acomosus.6912
Dalata.10083	Acomosus.6897
Dalata.10122	Acomosus.6882
Dalata.10123	Acomosus.6881
Dalata.10135	Acomosus.6878
Dalata.10185	Acomosus.6849
Dalata.10189	Acomosus.6852
Dalata.10201	Acomosus.6855
Dalata.10202	Acomosus.6856
Dalata.10209	Acomosus.6844
Dalata.10221	Acomosus.6839
Dalata.10225	Acomosus.6837
Dalata.10235	Acomosus.6832
Dalata.10248	Acomosus.6830
Dalata.10250	Acomosus.6824
Dalata.10253	Acomosus.6821
Dalata.10257	Acomosus.6818
Dalata.10263	Acomosus.6814
Dalata.10273	Acomosus.6809
Dalata.10317	Acomosus.6675
Dalata.10326	Acomosus.6667
Dalata.10330	Acomosus.6666
Dalata.10342	Acomosus.6664
Dalata.10348	Acomosus.6659
Dalata.10351	Acomosus.6658
Dalata.10418	Acomosus.6685
Dalata.10419	Acomosus.6677
Dalata.10426	Acomosus.6682
Dalata.10428	Acomosus.6681
Dalata.10434	Acomosus.6679
Dalata.10475	Acomosus.6205
Dalata.10476	Acomosus.6206
Dalata.10485	Acomosus.6226
Dalata.10490	Acomosus.6216
Dalata.10492	Acomosus.6219
Dalata.10494	Acomosus.6221
Dalata.10502	Acomosus.6223
Dalata.10510	Acomosus.6236
Dalata.10542	Acomosus.6278
Dalata.10567	Acomosus.6267
Dalata.10589	Acomosus.6061
Dalata.10597	Acomosus.6064
Dalata.10598	Acomosus.6065
Dalata.10601	Acomosus.6075
Dalata.10603	Acomosus.6073
Dalata.10611	Acomosus.6077
Dalata.10626	Acomosus.6083
Dalata.10632	Acomosus.6085
Dalata.10634	Acomosus.6084
Dalata.10646	Acomosus.6093
Dalata.10649	Acomosus.6094
Dalata.10668	Acomosus.6104
Dalata.10684	Acomosus.6109
Dalata.10685	Acomosus.6110
Dalata.10691	Acomosus.6114
Dalata.10697	Acomosus.6119
Dalata.10706	Acomosus.6127
Dalata.10709	Acomosus.6129
Dalata.10713	Acomosus.6125
Dalata.10717	Acomosus.6134
Dalata.10718	Acomosus.6135
Dalata.10719	Acomosus.6137
Dalata.10733	Acomosus.6145
Dalata.10745	Acomosus.6164
Dalata.10747	Acomosus.6173
Dalata.10757	Acomosus.6182
Dalata.9600	Acomosus.6967
Dalata.9601	Acomosus.6968
Dalata.9607	Acomosus.6975
Dalata.9608	Acomosus.6976
Dalata.9610	Acomosus.6977
Dalata.9611	Acomosus.6978
Dalata.9616	Acomosus.6979
Dalata.9622	Acomosus.6988
Dalata.9625	Acomosus.6989
Dalata.9631	Acomosus.6993
Dalata.9636	Acomosus.6995
Dalata.9649	Acomosus.7001
Dalata.9650	Acomosus.7002
Dalata.9656	Acomosus.7004
Dalata.9680	Acomosus.7011
Dalata.9684	Acomosus.7014
Dalata.9686	Acomosus.7017
Dalata.9687	Acomosus.7021
Dalata.9688	Acomosus.7022
Dalata.9700	Acomosus.7033
Dalata.9708	Acomosus.7042
Dalata.9712	Acomosus.7049
Dalata.9724	Acomosus.7067
Dalata.9727	Acomosus.7069
Dalata.9729	Acomosus.7070
Dalata.9731	Acomosus.7072
Dalata.9733	Acomosus.7073
Dalata.9741	Acomosus.7081
Dalata.9749	Acomosus.7091
Dalata.9750	Acomosus.7095
Dalata.9761	Acomosus.7102
Dalata.9775	Acomosus.7105
Dalata.9780	Acomosus.7111
Dalata.9808	Acomosus.7138
Dalata.9811	Acomosus.7145
Dalata.9812	Acomosus.7147
Dalata.9814	Acomosus.7148
Dalata.9816	Acomosus.7150
Dalata.9819	Acomosus.7156
Dalata.9823	Acomosus.7161
Dalata.9831	Acomosus.7178
Dalata.9844	Acomosus.7184
Dalata.9853	Acomosus.7190
Dalata.9857	Acomosus.7191
Dalata.9859	Acomosus.7195
Dalata.9860	Acomosus.7196
Dalata.9863	Acomosus.7198
Dalata.9865	Acomosus.7201
Dalata.9896	Acomosus.7213
Dalata.9899	Acomosus.7215
Dalata.9903	Acomosus.7219
Dalata.9913	Acomosus.7224
Dalata.9917	Acomosus.7233
Dalata.9922	Acomosus.7228
Dalata.9925	Acomosus.7235
Dalata.9927	Acomosus.7240
Dalata.9928	Acomosus.7241
Dalata.9931	Acomosus.7245
Dalata.9933	Acomosus.7401
Dalata.9935	Acomosus.7403
Dalata.9939	Acomosus.7405
Dalata.9958	Acomosus.7414
Dalata.9959	Acomosus.7413
Dalata.9970	Acomosus.7416
Dalata.9996	Acomosus.7386
Dalata.10764	Acomosus.7388
Dalata.10766	Acomosus.7384
Dalata.10778	Acomosus.7379
Dalata.10780	Acomosus.7362
Dalata.10783	Acomosus.7362
Dalata.10786	Acomosus.7362
Dalata.10788	Acomosus.7354
Dalata.10796	Acomosus.7348
Dalata.10797	Acomosus.7346
Dalata.10808	Acomosus.7332
Dalata.10809	Acomosus.7331
Dalata.10810	Acomosus.7328
Dalata.10819	Acomosus.7318
Dalata.10822	Acomosus.7313
Dalata.10824	Acomosus.7310
Dalata.10828	Acomosus.7308
Dalata.10853	Acomosus.7285
Dalata.10861	Acomosus.7274
Dalata.10862	Acomosus.7273
Dalata.10864	Acomosus.7269
Dalata.10865	Acomosus.7268
Dalata.10866	Acomosus.7267
Dalata.10870	Acomosus.7266
Dalata.10871	Acomosus.7265
Dalata.10874	Acomosus.7259
Dalata.10875	Acomosus.7258
Dalata.10878	Acomosus.7255
Dalata.10881	Acomosus.7251
Dalata.10882	Acomosus.7252
Dalata.10896	Acomosus.7570
Dalata.10905	Acomosus.7540
Dalata.10910	Acomosus.7523
Dalata.10911	Acomosus.7522
Dalata.10921	Acomosus.7508
Dalata.10928	Acomosus.7489
Dalata.10933	Acomosus.7483
Dalata.10934	Acomosus.7476
Dalata.10944	Acomosus.7459
Dalata.10946	Acomosus.7457
Dalata.10947	Acomosus.7456
Dalata.10950	Acomosus.7451
Dalata.10951	Acomosus.7450
Dalata.10956	Acomosus.7438
Dalata.10959	Acomosus.7434
Dalata.10962	Acomosus.7422
Dalata.10967	Acomosus.7420
Dalata.11000	Acomosus.7824
Dalata.11008	Acomosus.7828
Dalata.11016	Acomosus.7831
Dalata.11035	Acomosus.7844
Dalata.11036	Acomosus.7849
Dalata.11038	Acomosus.7850
Dalata.11046	Acomosus.7857
Dalata.11054	Acomosus.7867
Dalata.11076	Acomosus.7898
Dalata.11088	Acomosus.7901
Dalata.11091	Acomosus.7902
Dalata.11092	Acomosus.7904
Dalata.11102	Acomosus.7907
Dalata.11104	Acomosus.7912
Dalata.11123	Acomosus.7931
Dalata.11124	Acomosus.7932
Dalata.11126	Acomosus.7935
Dalata.11131	Acomosus.7939
Dalata.11138	Acomosus.7940
Dalata.11144	Acomosus.7861
Dalata.11177	Acomosus.7970
Dalata.11179	Acomosus.7974
Dalata.11188	Acomosus.7985
Dalata.11201	Acomosus.7996
Dalata.11202	Acomosus.7998
Dalata.11204	Acomosus.8001
Dalata.11206	Acomosus.8005
Dalata.11210	Acomosus.8013
Dalata.11218	Acomosus.8018
Dalata.11219	Acomosus.8020
Dalata.9627	Acomosus.8997
Dalata.9632	Acomosus.8998
Dalata.9637	Acomosus.9005
Dalata.9643	Acomosus.9006
Dalata.9644	Acomosus.9008
Dalata.9666	Acomosus.9013
Dalata.9671	Acomosus.9021
Dalata.9698	Acomosus.9048
Dalata.9699	Acomosus.9049
Dalata.9709	Acomosus.9058
Dalata.9721	Acomosus.9074
Dalata.9726	Acomosus.9077
Dalata.9736	Acomosus.9080
Dalata.9737	Acomosus.9083
Dalata.9739	Acomosus.9086
Dalata.9740	Acomosus.9087
Dalata.9751	Acomosus.9094
Dalata.9752	Acomosus.9095
Dalata.9759	Acomosus.9102
Dalata.9762	Acomosus.9106
Dalata.9774	Acomosus.9110
Dalata.9789	Acomosus.9118
Dalata.9797	Acomosus.9125
Dalata.9818	Acomosus.9148
Dalata.9827	Acomosus.9165
Dalata.9834	Acomosus.9170
Dalata.9839	Acomosus.9171
Dalata.9855	Acomosus.9179
Dalata.9861	Acomosus.9187
Dalata.9878	Acomosus.9191
Dalata.9881	Acomosus.9193
Dalata.9882	Acomosus.9194
Dalata.9893	Acomosus.9195
Dalata.9894	Acomosus.9196
Dalata.9912	Acomosus.9208
Dalata.10763	Acomosus.9343
Dalata.10767	Acomosus.9334
Dalata.10771	Acomosus.9329
Dalata.10793	Acomosus.9319
Dalata.10794	Acomosus.9320
Dalata.10801	Acomosus.9300
Dalata.10806	Acomosus.9290
Dalata.10812	Acomosus.9286
Dalata.10813	Acomosus.9283
Dalata.10815	Acomosus.9280
Dalata.10816	Acomosus.9279
Dalata.10825	Acomosus.9271
Dalata.10834	Acomosus.9266
Dalata.10838	Acomosus.9262
Dalata.10840	Acomosus.9260
Dalata.10848	Acomosus.9252
Dalata.10852	Acomosus.9250
Dalata.10858	Acomosus.9244
Dalata.10859	Acomosus.9243
Dalata.10872	Acomosus.9235
Dalata.10873	Acomosus.9234
Dalata.10879	Acomosus.9233
Dalata.10880	Acomosus.9232
Dalata.10890	Acomosus.9439
Dalata.10898	Acomosus.9462
Dalata.10901	Acomosus.9445
Dalata.10912	Acomosus.9431
Dalata.10913	Acomosus.9432
Dalata.10915	Acomosus.9422
Dalata.10916	Acomosus.9418
Dalata.10920	Acomosus.9416
Dalata.10924	Acomosus.9409
Dalata.10930	Acomosus.9399
Dalata.10963	Acomosus.9370
Dalata.10968	Acomosus.9367
Dalata.10971	Acomosus.9366
Dalata.10979	Acomosus.9796
Dalata.10989	Acomosus.9789
Dalata.10991	Acomosus.9788
Dalata.10992	Acomosus.9792
Dalata.10994	Acomosus.9794
Dalata.10999	Acomosus.9798
Dalata.11003	Acomosus.9802
Dalata.11013	Acomosus.9807
Dalata.11020	Acomosus.9809
Dalata.11021	Acomosus.9812
Dalata.11023	Acomosus.9815
Dalata.11040	Acomosus.9825
Dalata.11041	Acomosus.9826
Dalata.11043	Acomosus.9828
Dalata.11047	Acomosus.9829
Dalata.11052	Acomosus.9832
Dalata.11063	Acomosus.9840
Dalata.11068	Acomosus.9846
Dalata.11070	Acomosus.9847
Dalata.11075	Acomosus.9849
Dalata.11098	Acomosus.9858
Dalata.11107	Acomosus.9864
Dalata.11111	Acomosus.9865
Dalata.11147	Acomosus.9882
Dalata.11149	Acomosus.9883
Dalata.11167	Acomosus.9892
Dalata.11185	Acomosus.9899
Dalata.11187	Acomosus.9905
Dalata.11189	Acomosus.9907
Dalata.11191	Acomosus.9909
Dalata.11192	Acomosus.9911
Dalata.11193	Acomosus.9913
Dalata.11195	Acomosus.9915
Dalata.11199	Acomosus.9919
Dalata.11207	Acomosus.9920
Dalata.11217	Acomosus.9926
Dalata.11223	Acomosus.9932
Dalata.11224	Acomosus.9933
Dalata.11225	Acomosus.9934
Dalata.10533	Acomosus.17273
Dalata.10539	Acomosus.17268
Dalata.10541	Acomosus.17267
Dalata.10570	Acomosus.17262
Dalata.10573	Acomosus.17260
Dalata.10605	Acomosus.17247
Dalata.10607	Acomosus.17248
Dalata.10609	Acomosus.17245
Dalata.10414	Acomosus.17825
Dalata.10420	Acomosus.17826
Dalata.10454	Acomosus.17807
Dalata.10471	Acomosus.17795
Dalata.10478	Acomosus.17798
Dalata.10479	Acomosus.17799
Dalata.10481	Acomosus.17791
Dalata.10483	Acomosus.17790
Dalata.11693	Acomosus.12752
Dalata.11700	Acomosus.12741
Dalata.11702	Acomosus.12740
Dalata.11703	Acomosus.12739
Dalata.11704	Acomosus.12734
Dalata.11711	Acomosus.12728
Dalata.11712	Acomosus.12727
Dalata.11717	Acomosus.12724
Dalata.11720	Acomosus.12722
Dalata.11744	Acomosus.12720
Dalata.11745	Acomosus.12719
Dalata.11751	Acomosus.12710
Dalata.11754	Acomosus.12703
Dalata.11762	Acomosus.12698
Dalata.11769	Acomosus.12696
Dalata.11772	Acomosus.12694
Dalata.11773	Acomosus.12693
Dalata.11779	Acomosus.12687
Dalata.11780	Acomosus.12686
Dalata.11782	Acomosus.12683
Dalata.11791	Acomosus.12677
Dalata.11806	Acomosus.12670
Dalata.11808	Acomosus.12664
Dalata.11827	Acomosus.12648
Dalata.11828	Acomosus.12650
Dalata.11832	Acomosus.12652
Dalata.11833	Acomosus.12653
Dalata.11850	Acomosus.12638
Dalata.11856	Acomosus.12629
Dalata.11857	Acomosus.12628
Dalata.11858	Acomosus.12625
Dalata.11867	Acomosus.12623
Dalata.11868	Acomosus.12620
Dalata.11872	Acomosus.12614
Dalata.11875	Acomosus.12607
Dalata.11879	Acomosus.12603
Dalata.11880	Acomosus.12602
Dalata.11888	Acomosus.12596
Dalata.11890	Acomosus.12595
Dalata.11896	Acomosus.12593
Dalata.11918	Acomosus.12574
Dalata.11921	Acomosus.12572
Dalata.11923	Acomosus.12571
Dalata.11928	Acomosus.12567
Dalata.11931	Acomosus.12561
Dalata.11932	Acomosus.12560
Dalata.11935	Acomosus.12558
Dalata.11941	Acomosus.12547
Dalata.11942	Acomosus.12544
Dalata.11947	Acomosus.12538
Dalata.11951	Acomosus.12536
Dalata.11958	Acomosus.12531
Dalata.11962	Acomosus.12528
Dalata.11965	Acomosus.12525
Dalata.11981	Acomosus.12515
Dalata.11982	Acomosus.12514
Dalata.11986	Acomosus.12509
Dalata.11989	Acomosus.12502
Dalata.11992	Acomosus.12501
Dalata.12000	Acomosus.12495
Dalata.12004	Acomosus.12494
Dalata.12008	Acomosus.12490
Dalata.12017	Acomosus.12483
Dalata.12037	Acomosus.12472
Dalata.12039	Acomosus.12471
Dalata.12040	Acomosus.12470
Dalata.12041	Acomosus.12469
Dalata.12058	Acomosus.12445
Dalata.12065	Acomosus.12449
Dalata.12066	Acomosus.12451
Dalata.12068	Acomosus.12452
Dalata.12072	Acomosus.12454
Dalata.12079	Acomosus.12463
Dalata.12083	Acomosus.12421
Dalata.12084	Acomosus.12422
Dalata.12087	Acomosus.12424
Dalata.12088	Acomosus.12426
Dalata.12089	Acomosus.12430
Dalata.12101	Acomosus.12434
Dalata.12102	Acomosus.12436
Dalata.12115	Acomosus.12420
Dalata.12118	Acomosus.12418
Dalata.12123	Acomosus.12416
Dalata.12124	Acomosus.12415
Dalata.12127	Acomosus.12411
Dalata.12129	Acomosus.12410
Dalata.12135	Acomosus.12440
Dalata.11247	Acomosus.13268
Dalata.11251	Acomosus.13270
Dalata.11257	Acomosus.13272
Dalata.11261	Acomosus.13273
Dalata.11264	Acomosus.13274
Dalata.11268	Acomosus.13276
Dalata.11275	Acomosus.13279
Dalata.11276	Acomosus.13280
Dalata.11278	Acomosus.13282
Dalata.11291	Acomosus.13287
Dalata.11292	Acomosus.13288
Dalata.11307	Acomosus.13303
Dalata.11315	Acomosus.13308
Dalata.11321	Acomosus.13309
Dalata.11329	Acomosus.13313
Dalata.11353	Acomosus.13339
Dalata.11354	Acomosus.13374
Dalata.11356	Acomosus.13341
Dalata.11358	Acomosus.13347
Dalata.11372	Acomosus.13412
Dalata.11387	Acomosus.13362
Dalata.11390	Acomosus.13367
Dalata.11397	Acomosus.13373
Dalata.11403	Acomosus.13377
Dalata.11408	Acomosus.13379
Dalata.11410	Acomosus.13380
Dalata.11413	Acomosus.13387
Dalata.11423	Acomosus.13395
Dalata.11438	Acomosus.13407
Dalata.11456	Acomosus.13416
Dalata.11639	Acomosus.13779
Dalata.11651	Acomosus.13754
Dalata.11652	Acomosus.13752
Dalata.11655	Acomosus.13742
Dalata.11656	Acomosus.13750
Dalata.11657	Acomosus.13734
Dalata.11658	Acomosus.13733
Dalata.11681	Acomosus.13745
Dalata.11238	Acomosus.17322
Dalata.11239	Acomosus.17320
Dalata.11241	Acomosus.17318
Dalata.11245	Acomosus.17314
Dalata.11253	Acomosus.17308
Dalata.11255	Acomosus.17306
Dalata.11258	Acomosus.17305
Dalata.11267	Acomosus.17300
Dalata.11269	Acomosus.17296
Dalata.11273	Acomosus.17292
Dalata.11277	Acomosus.17285
Dalata.11290	Acomosus.17280
Dalata.11296	Acomosus.17274
Dalata.11300	Acomosus.17270
Dalata.11308	Acomosus.17266
Dalata.11311	Acomosus.17265
Dalata.11312	Acomosus.17264
Dalata.11327	Acomosus.17257
Dalata.11328	Acomosus.17256
Dalata.11330	Acomosus.17255
Dalata.11351	Acomosus.17232
Dalata.11369	Acomosus.17228
Dalata.11379	Acomosus.17225
Dalata.11380	Acomosus.17224
Dalata.11384	Acomosus.17221
Dalata.11385	Acomosus.17219
Dalata.11388	Acomosus.17214
Dalata.11404	Acomosus.17198
Dalata.11414	Acomosus.17187
Dalata.11415	Acomosus.17186
Dalata.11419	Acomosus.17183
Dalata.11422	Acomosus.17181
Dalata.11427	Acomosus.17176
Dalata.11429	Acomosus.17174
Dalata.11431	Acomosus.17173
Dalata.11433	Acomosus.17172
Dalata.11435	Acomosus.17169
Dalata.11446	Acomosus.17148
Dalata.11460	Acomosus.17133
Dalata.11463	Acomosus.17127
Dalata.11548	Acomosus.17462
Dalata.11549	Acomosus.17461
Dalata.11550	Acomosus.17454
Dalata.11551	Acomosus.17452
Dalata.11554	Acomosus.17447
Dalata.11556	Acomosus.17429
Dalata.11558	Acomosus.17434
Dalata.11612	Acomosus.17470
Dalata.11666	Acomosus.17101
Dalata.11671	Acomosus.17102
Dalata.11672	Acomosus.17108
Dalata.11673	Acomosus.17105
Dalata.11674	Acomosus.17117
Dalata.11685	Acomosus.17125
Dalata.11694	Acomosus.17130
Dalata.11697	Acomosus.19765
Dalata.11741	Acomosus.19736
Dalata.11752	Acomosus.19729
Dalata.11763	Acomosus.19723
Dalata.11772	Acomosus.19716
Dalata.11775	Acomosus.19715
Dalata.11778	Acomosus.19713
Dalata.11783	Acomosus.19710
Dalata.11792	Acomosus.19704
Dalata.11793	Acomosus.19705
Dalata.11799	Acomosus.19701
Dalata.11820	Acomosus.19688
Dalata.11839	Acomosus.19683
Dalata.11843	Acomosus.19687
Dalata.11859	Acomosus.19669
Dalata.11861	Acomosus.19668
Dalata.11870	Acomosus.19665
Dalata.11892	Acomosus.19650
Dalata.11897	Acomosus.19646
Dalata.11898	Acomosus.19643
Dalata.11899	Acomosus.19639
Dalata.11901	Acomosus.19637
Dalata.11910	Acomosus.19633
Dalata.11911	Acomosus.19632
Dalata.11912	Acomosus.19631
Dalata.11919	Acomosus.19626
Dalata.11930	Acomosus.19613
Dalata.11932	Acomosus.19612
Dalata.11945	Acomosus.19600
Dalata.11948	Acomosus.19598
Dalata.11952	Acomosus.19596
Dalata.11959	Acomosus.19588
Dalata.12003	Acomosus.19561
Dalata.12006	Acomosus.19557
Dalata.12012	Acomosus.19553
Dalata.12021	Acomosus.19547
Dalata.12054	Acomosus.19522
Dalata.12056	Acomosus.19510
Dalata.12073	Acomosus.19519
Dalata.12075	Acomosus.19520
Dalata.12091	Acomosus.19495
Dalata.12098	Acomosus.19497
Dalata.12110	Acomosus.19482
Dalata.12111	Acomosus.19480
Dalata.12122	Acomosus.19477
Dalata.12132	Acomosus.19473
Dalata.12147	Acomosus.16142
Dalata.12150	Acomosus.16132
Dalata.12153	Acomosus.16134
Dalata.12158	Acomosus.16136
Dalata.12170	Acomosus.16123
Dalata.12183	Acomosus.16111
Dalata.12184	Acomosus.16110
Dalata.12194	Acomosus.16076
Dalata.12199	Acomosus.16079
Dalata.12200	Acomosus.16080
Dalata.12252	Acomosus.15920
Dalata.12276	Acomosus.15936
Dalata.12286	Acomosus.15942
Dalata.12288	Acomosus.15944
Dalata.12309	Acomosus.15957
Dalata.12315	Acomosus.15967
Dalata.12317	Acomosus.15970
Dalata.12331	Acomosus.15962
Dalata.12337	Acomosus.15976
Dalata.12346	Acomosus.15966
Dalata.12385	Acomosus.15989
Dalata.12411	Acomosus.15995
Dalata.12429	Acomosus.16008
Dalata.12455	Acomosus.16031
Dalata.12457	Acomosus.16029
Dalata.12459	Acomosus.16027
Dalata.12464	Acomosus.16020
Dalata.12476	Acomosus.16037
Dalata.12487	Acomosus.16050
Dalata.12492	Acomosus.16064
Dalata.12494	Acomosus.16061
Dalata.12507	Acomosus.15886
Dalata.12508	Acomosus.15885
Dalata.12510	Acomosus.15881
Dalata.12511	Acomosus.15880
Dalata.12512	Acomosus.15879
Dalata.12513	Acomosus.15878
Dalata.12520	Acomosus.15875
Dalata.12524	Acomosus.15867
Dalata.12529	Acomosus.15871
Dalata.12543	Acomosus.15861
Dalata.12546	Acomosus.15859
Dalata.12562	Acomosus.15841
Dalata.12563	Acomosus.15838
Dalata.12564	Acomosus.15837
Dalata.12579	Acomosus.15833
Dalata.12583	Acomosus.15828
Dalata.12587	Acomosus.15826
Dalata.12588	Acomosus.15822
Dalata.12591	Acomosus.15819
Dalata.12593	Acomosus.15815
Dalata.12594	Acomosus.15814
Dalata.12596	Acomosus.15617
Dalata.12599	Acomosus.15626
Dalata.12612	Acomosus.15647
Dalata.12632	Acomosus.15656
Dalata.12636	Acomosus.15660
Dalata.12637	Acomosus.15661
Dalata.12640	Acomosus.15664
Dalata.12643	Acomosus.15669
Dalata.12647	Acomosus.15682
Dalata.12652	Acomosus.15705
Dalata.12654	Acomosus.15704
Dalata.12657	Acomosus.15701
Dalata.12661	Acomosus.15699
Dalata.12670	Acomosus.15691
Dalata.12671	Acomosus.15692
Dalata.12672	Acomosus.15693
Dalata.12675	Acomosus.15690
Dalata.12677	Acomosus.15689
Dalata.12680	Acomosus.15706
Dalata.12683	Acomosus.15711
Dalata.12692	Acomosus.15719
Dalata.12702	Acomosus.15721
Dalata.12708	Acomosus.15729
Dalata.12718	Acomosus.15735
Dalata.12731	Acomosus.15738
Dalata.12741	Acomosus.15745
Dalata.12754	Acomosus.15757
Dalata.12758	Acomosus.15763
Dalata.12760	Acomosus.15765
Dalata.12763	Acomosus.15768
Dalata.12766	Acomosus.15771
Dalata.12768	Acomosus.15774
Dalata.12771	Acomosus.15775
Dalata.12776	Acomosus.15779
Dalata.12777	Acomosus.15780
Dalata.12796	Acomosus.15796
Dalata.12797	Acomosus.15797
Dalata.12798	Acomosus.15798
Dalata.12799	Acomosus.15799
Dalata.12800	Acomosus.15800
Dalata.12806	Acomosus.15604
Dalata.12810	Acomosus.15599
Dalata.12815	Acomosus.15586
Dalata.12816	Acomosus.15587
Dalata.12818	Acomosus.15588
Dalata.12823	Acomosus.15591
Dalata.12836	Acomosus.15578
Dalata.12837	Acomosus.15577
Dalata.12839	Acomosus.15574
Dalata.12841	Acomosus.15572
Dalata.12844	Acomosus.15564
Dalata.12845	Acomosus.15565
Dalata.12847	Acomosus.15568
Dalata.12848	Acomosus.15569
Dalata.12850	Acomosus.15563
Dalata.12852	Acomosus.15561
Dalata.12855	Acomosus.15555
Dalata.12860	Acomosus.15547
Dalata.12865	Acomosus.15537
Dalata.12866	Acomosus.15532
Dalata.12867	Acomosus.15531
Dalata.12880	Acomosus.15517
Dalata.12888	Acomosus.15508
Dalata.12892	Acomosus.15505
Dalata.12895	Acomosus.15502
Dalata.12897	Acomosus.15501
Dalata.12918	Acomosus.15496
Dalata.12924	Acomosus.15494
Dalata.12940	Acomosus.15479
Dalata.12951	Acomosus.15472
Dalata.12952	Acomosus.15468
Dalata.12953	Acomosus.15467
Dalata.12983	Acomosus.15452
Dalata.12985	Acomosus.15448
Dalata.12986	Acomosus.15447
Dalata.12987	Acomosus.15446
Dalata.12990	Acomosus.15438
Dalata.12991	Acomosus.15436
Dalata.12994	Acomosus.15433
Dalata.12997	Acomosus.15432
Dalata.13004	Acomosus.15428
Dalata.13009	Acomosus.15422
Dalata.13010	Acomosus.15421
Dalata.13015	Acomosus.15418
Dalata.13017	Acomosus.15419
Dalata.13021	Acomosus.15413
Dalata.13026	Acomosus.15410
Dalata.13050	Acomosus.15390
Dalata.13053	Acomosus.15386
Dalata.13055	Acomosus.15387
Dalata.13066	Acomosus.15379
Dalata.13070	Acomosus.15378
Dalata.13076	Acomosus.15376
Dalata.13077	Acomosus.15375
Dalata.13081	Acomosus.15371
Dalata.13087	Acomosus.15365
Dalata.13089	Acomosus.15362
Dalata.12168	Acomosus.17503
Dalata.12185	Acomosus.17507
Dalata.12215	Acomosus.17521
Dalata.12246	Acomosus.17523
Dalata.12263	Acomosus.17525
Dalata.12273	Acomosus.17533
Dalata.12274	Acomosus.17529
Dalata.12140	Acomosus.18145
Dalata.12156	Acomosus.18156
Dalata.12160	Acomosus.18157
Dalata.12161	Acomosus.18159
Dalata.12164	Acomosus.18160
Dalata.12169	Acomosus.18164
Dalata.12173	Acomosus.18167
Dalata.12178	Acomosus.18169
Dalata.12179	Acomosus.18170
Dalata.12201	Acomosus.18184
Dalata.12224	Acomosus.18213
Dalata.12248	Acomosus.18218
Dalata.12250	Acomosus.18219
